id,lang_code,text,translated,overlap_before,overlap_after,error
812822,en,FEAST OF BURDEN,,1.0,1.0,
817514,,,,0.0,0.0,
823491,en,OUT OF DARKNESS,,1.0,1.0,
827797,,,,0.0,0.0,
831186,en,REPUGNANT MUTILATION,,1.0,1.0,
836795,,,,0.0,0.0,
843784,,,,0.0,0.0,
849268,,,,0.0,0.0,
850372,en,S,,0.0,0.0,
853979,,,,0.0,0.0,
856091,,,,0.0,0.0,
860458,en,HOMUNCULUS,,0.0,0.0,
868551,,,,0.0,0.0,
875137,,,,0.0,0.0,
878844,,,,0.0,0.0,
882218,en,WOLFUP,,0.0,0.0,
887924,,,,0.0,0.0,
893439,,,,0.0,0.0,
899123,,,,0.0,0.0,
910807,pl,FURT,FURRY,0.0,0.0,
917791,,,,0.0,0.0,
926074,,,,0.0,0.0,
931325,,,,0.0,0.0,
934630,,,,0.0,0.0,
938251,,,,0.0,0.0,
941189,es,HAB,HAB,0.0,0.0,
943600,,,,0.0,0.0,
950778,,,,0.0,0.0,
954439,,,,0.0,0.0,
958590,,,,0.0,0.0,
963824,,,,0.0,0.0,
967814,,,,0.0,0.0,
973120,,,,0.0,0.0,
977500,,,,0.0,0.0,
977649,,,,0.0,0.0,
980702,,,,0.0,0.0,
985615,,,,0.0,0.0,
991825,,,,0.0,0.0,
994640,,,,0.0,0.0,
999981,,,,0.0,0.0,
1006930,,,,0.0,0.0,
1013870,en,KIDS VS ALIENS,,1.0,1.0,
1017612,ja,知らない世界のミステリアスな恋,Mysterious Love in an Unknown World,0.0,0.375,
1022680,,,,0.0,0.0,
1027409,,,,0.0,0.0,
1029686,,,,0.0,0.0,
1035936,,,,0.0,0.0,
1042720,en,SYMPATHY FOR THE DEVIL,,1.0,1.0,
1048140,,,,0.0,0.0,
1049935,zh-TW,東京残酷映像23,Tokyo Brutal Image 23,0.2,0.4,
1054626,en,the bhootnii,,1.0,1.0,
1061032,,,,0.0,0.0,
1068425,,,,0.0,0.0,
1074648,,,,0.0,0.0,
1078318,,,,0.0,0.0,
1079928,,,,0.0,0.0,
1083771,ja,江戸 女犯 責め 絵巻,Edo Female Criminals Emaki,0.0,0.1429,
1086851,,,,0.0,0.0,
1091669,,,,0.0,0.0,
1094206,,,,0.0,0.0,
1098173,,,,0.0,0.0,
1102006,,,,0.0,0.0,
1106982,,,,0.0,0.0,
1111255,,,,0.0,0.0,
1115700,,,,0.0,0.0,
1118899,en,Liminal,,0.5,0.5,
1121583,,,,0.0,0.0,
1126010,,,,0.0,0.0,
1134427,,,,0.0,0.0,
1140766,,,,0.0,0.0,
1144719,ja,おかむろさん,Okamuro-san,0.0,1.0,
1146740,,,,0.0,0.0,
1150649,zh,访客,visitors,0.0,0.0,
1151960,zh-TW,鬼殺,Ghostkilling,0.0,0.0,
1159534,,,,0.0,0.0,
1164853,ta,அங்காரகன்,Ankaragan,0.0,0.0,
1168088,,,,0.0,0.0,
1172010,,,,0.0,0.0,
1173424,,,,0.0,0.0,
1174494,,,,0.0,0.0,
1179729,tl,Pi Kaew Nang Hong,,1.0,1.0,
1180853,es,Autorretrato,,1.0,1.0,
1185950,,,,0.0,0.0,
1190953,en,MASSAGER WITHINISTER,,0.0,0.0,
1198050,ja,木霊の森,Forest of Ju Ling,0.0,0.0,
1199364,,,,0.0,0.0,
1201198,,,,0.0,0.0,
1204908,zh,新解釈・番町皿屋敷,Bancho Sarayashiki,0.0,0.1429,
1207227,,,,0.0,0.0,
1213180,,,,0.0,0.0,
1220252,,,,0.0,0.0,
1223546,,,,0.0,0.0,
1228784,,,,0.0,0.0,
1231268,ja,東京外登マプ1　日本の㤀年の新婗にってかるさが郷,Tokyo Gaito Mapu 1: Karusagato in the New Year of the Japanese Rat,0.0,0.2727,
1234069,,,,0.0,0.0,
1239395,,,,0.0,0.0,
1242644,,,,0.0,0.0,
1245342,,,,0.0,0.0,
1249600,zh-TW,恐怖心霊動画8 闇編,Horror Snape Movie 8,0.0,0.0,
1256281,,,,0.0,0.0,
1261260,,,,0.0,0.0,
1263600,,,,0.0,0.0,
1267268,,,,0.0,0.0,
1272407,,,,0.0,0.0,
1278048,,,,0.0,0.0,
1281266,,,,0.0,0.0,
1284304,,,,0.0,0.0,
1287381,,,,0.0,0.0,
1290458,,,,0.0,0.0,
1293320,,,,0.0,0.0,
1296798,,,,0.0,0.0,
1301061,zh,她的秘密,Her secrets,0.0,0.3333,
1304736,,,,0.0,0.0,
1306693,,,,0.0,0.0,
1308975,,,,0.0,0.0,
1312584,,,,0.0,0.0,
1315466,en,NIGHT/TIME,,1.0,1.0,
1317084,,,,0.0,0.0,
1318153,ja,この京の失失くるのに,Even though this Kyoto is lost,0.0,0.0,
1320527,,,,0.0,0.0,
1321163,,,,0.0,0.0,
1324082,,,,0.0,0.0,
1328157,en,ACID CORPSE,,1.0,1.0,
1338346,it,ZANNI,,1.0,1.0,
1341178,,,,0.0,0.0,
1352962,en,kalinga,,1.0,1.0,
1358137,,,,0.0,0.0,
1361515,,,,0.0,0.0,
1365835,,,,0.0,0.0,
1369828,en,MOTHER,,1.0,1.0,
1372908,,,,0.0,0.0,
1375389,zh,蛋女人,egg woman,0.0,0.5,
1377705,zh,白正鬼,White demon,0.0,0.6667,
1379731,,,,0.0,0.0,
1382556,,,,0.0,0.0,
1385756,hr,DESPOT,,1.0,1.0,
1390069,en,DEATHFARM,,1.0,1.0,
1393905,,,,0.0,0.0,
1395668,en,LOONS,,1.0,1.0,
1398742,,,,0.0,0.0,
1411152,,,,0.0,0.0,
1414677,,,,0.0,0.0,
1419440,,,,0.0,0.0,
1426110,en,PRESENCE,,1.0,1.0,
1432538,,,,0.0,0.0,
1435183,,,,0.0,0.0,
1439425,,,,0.0,0.0,
1445218,,,,0.0,0.0,
1453411,,,,0.0,0.0,
1457859,,,,0.0,0.0,
1462822,en,DEATH SENTENCE,,0.6667,0.6667,
1465774,,,,0.0,0.0,
1472341,,,,0.0,0.0,
1478574,,,,0.0,0.0,
1483633,,,,0.0,0.0,
1487691,en,SHEMALEficent,,1.0,1.0,
1492769,,,,0.0,0.0,
1496388,,,,0.0,0.0,
1499962,,,,0.0,0.0,
1504708,ja,音乐ののるのるのる,Music no Ruru Ruru,0.0,0.0,
1507156,,,,0.0,0.0,
1510954,en,NUCLEAR DEATH UNAUVE IN TEXAS,,0.8,0.8,
1516629,en,"the title text you actually see on the poster, or empty if none",,0.0,0.0,
1520273,,,,0.0,0.0,
1529179,,,,0.0,0.0,
1535897,,,,0.0,0.0,
1540888,en,BUZZKILL,,1.0,1.0,
1544159,,,,0.0,0.0,
1546823,,,,0.0,0.0,
1548162,en,Q,,0.0,0.0,
1550863,,,,0.0,0.0,
1554997,es,LUSGO FUSCO,THEN FUSCO,0.2,0.2,
1560522,,,,0.0,0.0,
1564099,,,,0.0,0.0,
1568478,,,,0.0,0.0,
1571925,,,,0.0,0.0,
1575003,,,,0.0,0.0,
1579519,,,,0.0,0.0,
1582280,,,,0.0,0.0,
1586465,,,,0.0,0.0,
1594487,,,,0.0,0.0,
1598484,,,,0.0,0.0,
1601242,,,,0.0,0.0,
1604634,ja,幽霊湖の花嫁,The Bride of the Haunted Lake,0.0,0.8,
1608681,en,Q,,0.0,0.0,
1611879,en,AMMO˙,,0.0,0.0,
1616563,,,,0.0,0.0,
1621287,,,,0.0,0.0,
1625172,,,,0.0,0.0,
1630862,,,,0.0,0.0,
1633730,,,,0.0,0.0,
1639324,,,,0.0,0.0,
1643779,,,,0.0,0.0,
1649255,,,,0.0,0.0,
1651542,en,MCKENZIE,,1.0,1.0,
1656958,,,,0.0,0.0,
1660343,en,Ghostfluencer,,1.0,1.0,
1663122,,,,0.0,0.0,
1667813,,,,0.0,0.0,
1671598,en,ONLY IN DREAMS,,1.0,1.0,
1678353,,,,0.0,0.0,
1686347,en,in your,,0.6667,0.6667,
1689919,en,WRAITH,,1.0,1.0,
1693703,en,suture,,1.0,1.0,
1699088,,,,0.0,0.0,
1701323,en,RIP,,0.0,0.0,
1706847,en,YOU,,1.0,1.0,
1709191,ja,伝染る物語 心霊少女,Contagious Monogatari: Psychic Girl,0.0,0.6,
1714149,,,,0.0,0.0,
1719450,,,,0.0,0.0,
1721286,,,,0.0,0.0,
1722717,en,GORE,,1.0,1.0,
1729035,,,,0.0,0.0,
1732619,es,LA TARDE DE LOS MUERTOS VIVOS,,0.75,0.75,
1737197,,,,0.0,0.0,
1742507,,,,0.0,0.0,
13742,en,SHEITAN,,0.0,0.0,
21797,cy,WIG,,0.5,0.5,
30405,,,,0.0,0.0,
48581,en,the sandman,,1.0,1.0,
57812,en,51,,1.0,1.0,
81990,zh-TW,电話女會,Telephone Women's Club,0.0,0.0,
90338,en,Fiend,,1.0,1.0,
126830,en,Arachne,,0.0,0.0,
152810,en,Moonnamathoral,,1.0,1.0,
194809,en,anandhabhadram,,0.0,0.0,
235348,zh,百年拷问,One Hundred Years of Torture,0.0,0.5,
250574,en,CREEP,,1.0,1.0,
259512,,,,0.0,0.0,
270294,,,,0.0,0.0,
287279,,,,0.0,0.0,
308037,en,vanadevatha,,1.0,1.0,
318931,,,,0.0,0.0,
328091,,,,0.0,0.0,
333866,,,,0.0,0.0,
343886,,,,0.0,0.0,
353484,,,,0.0,0.0,
369819,,,,0.0,0.0,
378020,,,,0.0,0.0,
388994,en,Ayla,,1.0,1.0,
396493,en,CREEP 2,,1.0,1.0,
401714,,,,0.0,0.0,
412102,en,Nenjam Marappathillai,,1.0,1.0,
422406,ja,裕の言言のてはないにないなあんのに,Yutaka's words aren't there,0.0,0.0,
431109,en,INHUMANWICH!,,1.0,1.0,
443538,,,,0.0,0.0,
448194,en,PYEWACKET,,1.0,1.0,
452472,fr,INSOMNIE,INSOMNIA,0.0,1.0,
462652,,,,0.0,0.0,
467882,,,,0.0,0.0,
475899,,,,0.0,0.0,
480463,en,V,,0.0,0.0,
483178,,,,0.0,0.0,
484499,,,,0.0,0.0,
487857,,,,0.0,0.0,
496292,en,Umbilical Glue,,1.0,1.0,
505695,,,,0.0,0.0,
508495,,,,0.0,0.0,
514591,,,,0.0,0.0,
517419,,,,0.0,0.0,
524537,,,,0.0,0.0,
528470,,,,0.0,0.0,
530571,eu,asoko no seki,,1.0,1.0,
535562,,,,0.0,0.0,
543802,,,,0.0,0.0,
550300,de,elfen lied,,0.6667,0.6667,
555694,en,meat,,0.5,0.5,
559934,,,,0.0,0.0,
566417,,,,0.0,0.0,
571931,,,,0.0,0.0,
580806,,,,0.0,0.0,
586727,,,,0.0,0.0,
593676,,,,0.0,0.0,
603943,,,,0.0,0.0,
607740,,,,0.0,0.0,
613506,,,,0.0,0.0,
623520,en,Z,,0.0,0.0,
634341,,,,0.0,0.0,
639730,,,,0.0,0.0,
643393,,,,0.0,0.0,
648957,,,,0.0,0.0,
653537,,,,0.0,0.0,
659756,,,,0.0,0.0,
664483,,,,0.0,0.0,
668184,,,,0.0,0.0,
673850,,,,0.0,0.0,
676297,,,,0.0,0.0,
681198,,,,0.0,0.0,
689918,ja,呪いのワンピース,The Curse of One Piece,0.0,0.6667,
690137,,,,0.0,0.0,
693582,,,,0.0,0.0,
696138,,,,0.0,0.0,
707786,,,,0.0,0.0,
719279,,,,0.0,0.0,
723531,,,,0.0,0.0,
726239,en,DEAD,,1.0,1.0,
728876,,,,0.0,0.0,
731803,,,,0.0,0.0,
735514,,,,0.0,0.0,
741808,,,,0.0,0.0,
745282,en,PREY,,1.0,1.0,
748694,,,,0.0,0.0,
751418,,,,0.0,0.0,
754758,,,,0.0,0.0,
759753,,,,0.0,0.0,
762826,,,,0.0,0.0,
765190,,,,0.0,0.0,
769303,,,,0.0,0.0,
771390,pt,NOITE MACABRA,MACABRE NIGHT,0.0,1.0,
775857,,,,0.0,0.0,
782676,,,,0.0,0.0,
789581,,,,0.0,0.0,
792672,,,,0.0,0.0,
796010,,,,0.0,0.0,
797425,,,,0.0,0.0,
799177,,,,0.0,0.0,
802870,,,,0.0,0.0,
809962,,,,0.0,0.0,
812983,,,,0.0,0.0,
817814,,,,0.0,0.0,
825344,,,,0.0,0.0,
828143,,,,0.0,0.0,
832543,,,,0.0,0.0,
838353,en,DETEKTIVE THUMB AND THE INFINITY HOUSE,,1.0,1.0,
843898,en,SHE CAME FROM THE WOODS,,1.0,1.0,
849273,,,,0.0,0.0,
850539,,,,0.0,0.0,
854113,,,,0.0,0.0,
856613,,,,0.0,0.0,
861418,,,,0.0,0.0,
870531,,,,0.0,0.0,
875522,ja,"夜
の
彼
方
へ","nights
of
him
Square
till",0.0,0.0,
878853,,,,0.0,0.0,
882502,,,,0.0,0.0,
888827,,,,0.0,0.0,
893955,en,vanam,,1.0,1.0,
899298,en,Undying,,1.0,1.0,
911354,zh,红魂の鬼物,Demon from Red Soul,0.0,0.5,
918045,en,6,,0.0,0.0,
926370,,,,0.0,0.0,
931341,,,,0.0,0.0,
934698,,,,0.0,0.0,
938671,,,,0.0,0.0,
942236,,,,0.0,0.0,
945423,et,Induvadana,,1.0,1.0,
950823,,,,0.0,0.0,
955066,,,,0.0,0.0,
959233,,,,0.0,0.0,
964181,,,,0.0,0.0,
967816,,,,0.0,0.0,
973970,,,,0.0,0.0,
977630,,,,0.0,0.0,
977650,,,,0.0,0.0,
982305,,,,0.0,0.0,
985814,,,,0.0,0.0,
992286,,,,0.0,0.0,
995593,en,no_title_on_poster,,0.0,0.0,
1001297,,,,0.0,0.0,
1008870,,,,0.0,0.0,
1015327,,,,0.0,0.0,
1017732,en,DEBRIS,,1.0,1.0,
1023184,,,,0.0,0.0,
1027629,,,,0.0,0.0,
1031828,zh-TW,藍薔薇悲劇,Blue Rose Tragedy,0.0,0.4286,
1038711,,,,0.0,0.0,
1042835,,,,0.0,0.0,
1048149,,,,0.0,0.0,
1049946,ja,恐怖の東京ビデオ25,Tokyo of Fear video 25,0.2,0.6,
1054958,,,,0.0,0.0,
1063055,,,,0.0,0.0,
1068449,en,CLONE,,0.0,0.0,
1076001,,,,0.0,0.0,
1078453,,,,0.0,0.0,
1080732,ja,怨み,grudge,0.0,0.0,
1083816,en,HAUNTED,,1.0,1.0,
1087767,,,,0.0,0.0,
1091671,,,,0.0,0.0,
1094329,,,,0.0,0.0,
1099116,id,Kandhei Akhire Luha,,1.0,1.0,
1103383,,,,0.0,0.0,
1108429,,,,0.0,0.0,
1112558,,,,0.0,0.0,
1116457,,,,0.0,0.0,
1119244,zh-TW,"地
縛
少
年","Land
Bondage
less
year",0.0,0.0,
1121697,,,,0.0,0.0,
1126310,,,,0.0,0.0,
1135482,,,,0.0,0.0,
1141302,,,,0.0,0.0,
1145277,ja,ドキュメント超怖い話IV 沖縄,Documents: Super Scary Stories IV: Okinawa,0.0,0.8,
1147023,,,,0.0,0.0,
1150696,zh-TW,現代怪奇百物語 肆之章,Chapter of Modern Strange Tales,0.0,0.0,
1153403,,,,0.0,0.0,
1159875,,,,0.0,0.0,
1165206,zh-TW,東京残酷映像18,Tokyo Brutal Images 18,0.2,0.4,
1169449,,,,0.0,0.0,
1172388,en,L4,,0.0,0.0,
1173434,zh,直怒怒,Naofury,0.0,0.0,
1176999,,,,0.0,0.0,
1179790,th,เทพธิดาสบายทอง,Golden Goddess,0.0,0.6667,
1181746,,,,0.0,0.0,
1185980,,,,0.0,0.0,
1192020,ja,雲の際なり2　怪和夫の怪際なり,Kumo no Tokinari 2: Kai Kazuo's Mysterious Edge,0.0,0.0,
1198084,pt,Amofinado,,1.0,1.0,
1199569,,,,0.0,0.0,
1201202,,,,0.0,0.0,
1204910,,,,0.0,0.0,
1208355,,,,0.0,0.0,
1214905,sq,TRINL,TRILL,0.0,0.0,
1220993,ja,ネイブメアーリドアスタ,Navemearide Asta,0.0,0.0,
1224602,,,,0.0,0.0,
1229212,,,,0.0,0.0,
1231306,en,BLOOD PIZZA,,1.0,1.0,
1234070,,,,0.0,0.0,
1239602,,,,0.0,0.0,
1242905,ja,霊感ツアーズ,Inspiration Tours,0.0,0.5,
1246382,,,,0.0,0.0,
1249950,ja,科天の静画の全表,Complete list of still paintings by Katen,0.0,0.0,
1256728,en,SHORT SHITS,,1.0,1.0,
1261582,,,,0.0,0.0,
1263634,,,,0.0,0.0,
1267318,,,,0.0,0.0,
1272803,,,,0.0,0.0,
1279271,,,,0.0,0.0,
1281720,,,,0.0,0.0,
1284321,,,,0.0,0.0,
1287440,,,,0.0,0.0,
1290683,,,,0.0,0.0,
1294687,,,,0.0,0.0,
1298306,ilo,TASMOGOR,,1.0,1.0,
1301068,zh,宵夜怨曲,Late Night Grudge,0.0,0.25,
1304868,zh,九命女,Nine Myojo,0.0,0.2,
1307267,,,,0.0,0.0,
1309467,,,,0.0,0.0,
1313105,,,,0.0,0.0,
1316334,,,,0.0,0.0,
1317282,ja,雪の中の女,Woman in the Snow,0.0,0.25,
1319040,en,CEASE TO EXIST,,1.0,1.0,
1320762,en,SNOT,,1.0,1.0,
1321187,,,,0.0,0.0,
1324108,,,,0.0,0.0,
1328527,,,,0.0,0.0,
1338366,,,,0.0,0.0,
1341396,,,,0.0,0.0,
1353235,,,,0.0,0.0,
1358152,,,,0.0,0.0,
1362905,,,,0.0,0.0,
1365853,,,,0.0,0.0,
1370491,,,,0.0,0.0,
1373004,,,,0.0,0.0,
1376048,,,,0.0,0.0,
1377755,,,,0.0,0.0,
1379737,,,,0.0,0.0,
1382950,ms,MAHA MUNJIYA,,0.5,0.5,
1387485,ja,"""おりがはにがにくるのにのに""",“Even though origa comes to niga”,0.0,0.0,
1390168,,,,0.0,0.0,
1394239,,,,0.0,0.0,
1395945,,,,0.0,0.0,
1399316,,,,0.0,0.0,
1411165,,,,0.0,0.0,
1415513,,,,0.0,0.0,
1420249,,,,0.0,0.0,
1427968,,,,0.0,0.0,
1433461,,,,0.0,0.0,
1435731,la,GothicA,,1.0,1.0,
1440321,,,,0.0,0.0,
1445379,,,,0.0,0.0,
1454100,,,,0.0,0.0,
1458309,,,,0.0,0.0,
1462984,,,,0.0,0.0,
1466920,,,,0.0,0.0,
1474972,,,,0.0,0.0,
1478593,,,,0.0,0.0,
1484291,fr,DERRIERE SES YEUX,,0.5,0.5,
1489275,,,,0.0,0.0,
1493908,,,,0.0,0.0,
1496656,,,,0.0,0.0,
1499964,,,,0.0,0.0,
1504899,,,,0.0,0.0,
1508311,,,,0.0,0.0,
1511035,,,,0.0,0.0,
1517272,,,,0.0,0.0,
1522620,,,,0.0,0.0,
1530814,,,,0.0,0.0,
1536407,,,,0.0,0.0,
1541593,en,FANTOMA,,1.0,1.0,
1544291,,,,0.0,0.0,
1546959,fr,Bia,,1.0,1.0,
1548166,en,Q,,0.0,0.0,
1551775,,,,0.0,0.0,
1556452,,,,0.0,0.0,
1560573,,,,0.0,0.0,
1565248,,,,0.0,0.0,
1568579,,,,0.0,0.0,
1573074,en,rabbit rabbit run,,1.0,1.0,
1575401,,,,0.0,0.0,
1579759,,,,0.0,0.0,
1583363,,,,0.0,0.0,
1586663,ilo,Kamaro2,,1.0,1.0,
1594591,en,kanimangalam kovilakam,,1.0,1.0,
1598648,,,,0.0,0.0,
1602163,,,,0.0,0.0,
1604798,,,,0.0,0.0,
1609285,,,,0.0,0.0,
1612432,,,,0.0,0.0,
1616669,en,THE SHED 2,,0.5,0.5,
1621299,,,,0.0,0.0,
1625531,,,,0.0,0.0,
1631706,,,,0.0,0.0,
1636048,,,,0.0,0.0,
1639928,,,,0.0,0.0,
1644269,,,,0.0,0.0,
1649588,,,,0.0,0.0,
1653057,,,,0.0,0.0,
1657261,,,,0.0,0.0,
1660738,,,,0.0,0.0,
1663914,,,,0.0,0.0,
1667911,en,S D O N E R,,0.0,0.0,
1673365,,,,0.0,0.0,
1679260,,,,0.0,0.0,
1686571,,,,0.0,0.0,
1690141,,,,0.0,0.0,
1695481,,,,0.0,0.0,
1699637,,,,0.0,0.0,
1701856,,,,0.0,0.0,
1707590,,,,0.0,0.0,
1711214,en,M,,0.0,0.0,
1715221,,,,0.0,0.0,
1720065,,,,0.0,0.0,
1721495,,,,0.0,0.0,
1723316,,,,0.0,0.0,
1730756,zh-TW,武品幻怪誤詳,Wushin Fantasy Misinformation,0.0,0.0,
1732979,,,,0.0,0.0,
1737996,,,,0.0,0.0,
14157,en,impulse,,1.0,1.0,
22033,en,of the cry banshee,,1.0,1.0,
31116,id,ZAAT,,1.0,1.0,
48636,tr,NEKROmantik 2,,1.0,1.0,
57961,en,SLASHERS,,1.0,1.0,
83172,en,Slithis,,0.25,0.25,
94545,en,the bushwhacker,,1.0,1.0,
128519,,,,0.0,0.0,
161160,,,,0.0,0.0,
200402,en,prema katha chirram,,0.6667,0.6667,
237449,en,4,,0.0,0.0,
250883,tl,nak,,1.0,1.0,
260704,zh,生死,Life and death,0.0,0.0,
270478,et,konthayum poonoolum,,1.0,1.0,
287311,,,,0.0,0.0,
308259,,,,0.0,0.0,
319178,ja,怪談お化け屋敷,Ghost story haunted house,0.0,0.4,
328141,,,,0.0,0.0,
335650,en,impurity,,1.0,1.0,
344161,,,,0.0,0.0,
354506,en,pulse,,1.0,1.0,
370067,en,Vidayutham,,1.0,1.0,
381283,en,mother!,,1.0,1.0,
390674,ja,女性・腹切り 輝ける死,"A Woman's Hungry, Shining Death",0.0,0.25,
396550,en,SICKHOU,,0.0,0.0,
402721,en,Lollipop,,1.0,1.0,
412333,en,BLD̄M̄,,0.0,0.0,
422947,zh,雪女,Yuki no onna,0.0,0.0,
432916,zh-TW,假面騎士鎧武,Masked Knight Armor,0.0,0.0,
444483,,,,0.0,0.0,
450157,zh,都市灵异传 心灵工厂,Urban Spirituality Transmission Mind Factory,0.0,0.4,
452900,,,,0.0,0.0,
463532,en,Raktharakshassu 3D,,1.0,1.0,
468014,en,mythily veendum varunnu,,1.0,1.0,
476524,de,ST PU,ST PU,0.0,0.0,
480529,de,popstars,,1.0,1.0,
483417,ja,光の闇,Darkness of Light,0.0,0.4,
484561,,,,0.0,0.0,
488513,,,,0.0,0.0,
497908,,,,0.0,0.0,
506952,en,RAYDON,,1.0,1.0,
510552,,,,0.0,0.0,
515376,,,,0.0,0.0,
517425,,,,0.0,0.0,
525490,en,SHADOWLAND,,1.0,1.0,
529087,zh,道士下山,The Taoist Descended the Mountain,0.0,0.5,
530670,,,,0.0,0.0,
536026,en,308,,0.0,0.0,
544711,,,,0.0,0.0,
552344,,,,0.0,0.0,
556463,,,,0.0,0.0,
563197,,,,0.0,0.0,
566627,,,,0.0,0.0,
572600,,,,0.0,0.0,
581235,,,,0.0,0.0,
588856,,,,0.0,0.0,
594274,,,,0.0,0.0,
604350,,,,0.0,0.0,
609080,,,,0.0,0.0,
613515,,,,0.0,0.0,
625213,en,THE FACELESS MAN,,1.0,1.0,
635040,,,,0.0,0.0,
640291,,,,0.0,0.0,
643395,,,,0.0,0.0,
649219,,,,0.0,0.0,
655046,,,,0.0,0.0,
659822,gd,VI,,1.0,1.0,
664527,,,,0.0,0.0,
668385,,,,0.0,0.0,
674382,,,,0.0,0.0,
676299,,,,0.0,0.0,
684478,,,,0.0,0.0,
690122,,,,0.0,0.0,
690138,,,,0.0,0.0,
693840,,,,0.0,0.0,
697402,en,ZOMBIE ATTACK,,1.0,1.0,
708591,en,8cho,,1.0,1.0,
719280,,,,0.0,0.0,
724774,,,,0.0,0.0,
726333,,,,0.0,0.0,
729565,en,the tiller,,1.0,1.0,
732136,,,,0.0,0.0,
735951,,,,0.0,0.0,
742327,,,,0.0,0.0,
745328,,,,0.0,0.0,
749380,,,,0.0,0.0,
752819,en,BLOOD BATH,,1.0,1.0,
754777,,,,0.0,0.0,
761055,,,,0.0,0.0,
762838,,,,0.0,0.0,
765193,,,,0.0,0.0,
769804,,,,0.0,0.0,
771550,,,,0.0,0.0,
777177,,,,0.0,0.0,
783963,,,,0.0,0.0,
789859,de,SIE,SHE,0.0,0.0,
794325,,,,0.0,0.0,
796057,,,,0.0,0.0,
797582,,,,0.0,0.0,
799364,,,,0.0,0.0,
802969,,,,0.0,0.0,
810470,,,,0.0,0.0,
813313,zh,大章鱼,Big octopus,0.0,1.0,
818442,,,,0.0,0.0,
825351,,,,0.0,0.0,
828651,,,,0.0,0.0,
833454,,,,0.0,0.0,
838474,id,HITAM,,1.0,1.0,
844386,,,,0.0,0.0,
849585,,,,0.0,0.0,
851731,en,kumari,,1.0,1.0,
854169,,,,0.0,0.0,
857006,,,,0.0,0.0,
861886,,,,0.0,0.0,
871132,,,,0.0,0.0,
876158,,,,0.0,0.0,
878900,,,,0.0,0.0,
882530,,,,0.0,0.0,
889676,,,,0.0,0.0,
895218,,,,0.0,0.0,
899675,,,,0.0,0.0,
911361,,,,0.0,0.0,
918489,,,,0.0,0.0,
927409,,,,0.0,0.0,
931652,,,,0.0,0.0,
934812,,,,0.0,0.0,
939231,,,,0.0,0.0,
942364,,,,0.0,0.0,
945920,en,SIX,,1.0,1.0,
950950,zh,祝农里牛,Shukunori beef,0.0,0.0,
955204,,,,0.0,0.0,
959595,,,,0.0,0.0,
965847,,,,0.0,0.0,
967823,,,,0.0,0.0,
973978,,,,0.0,0.0,
977633,,,,0.0,0.0,
977651,,,,0.0,0.0,
982462,,,,0.0,0.0,
986398,,,,0.0,0.0,
993299,en,E,,0.0,0.0,
996425,,,,0.0,0.0,
1003471,,,,0.0,0.0,
1011999,,,,0.0,0.0,
1015370,,,,0.0,0.0,
1018190,,,,0.0,0.0,
1023253,ja,闇から届く恐怖の物語,A horror story that arrives from the dark,0.0,0.4286,
1028617,,,,0.0,0.0,
1031898,,,,0.0,0.0,
1039200,,,,0.0,0.0,
1043814,,,,0.0,0.0,
1048156,,,,0.0,0.0,
1051809,,,,0.0,0.0,
1056607,zh,心霊4,Psychic 4,0.0,0.0,
1065374,,,,0.0,0.0,
1071644,,,,0.0,0.0,
1076352,,,,0.0,0.0,
1078470,,,,0.0,0.0,
1080942,,,,0.0,0.0,
1084089,en,INNER CIRCLE,,0.6667,0.6667,
1088798,en,EVIL NIGHT,,1.0,1.0,
1092006,,,,0.0,0.0,
1095001,,,,0.0,0.0,
1099206,,,,0.0,0.0,
1103509,ja,バイオハザード 名作劇場,Resident Evil Masterpiece Theater,0.0,1.0,
1108447,,,,0.0,0.0,
1112723,,,,0.0,0.0,
1116481,,,,0.0,0.0,
1119249,,,,0.0,0.0,
1122140,,,,0.0,0.0,
1126316,,,,0.0,0.0,
1136043,,,,0.0,0.0,
1141754,,,,0.0,0.0,
1145501,,,,0.0,0.0,
1147348,,,,0.0,0.0,
1151479,,,,0.0,0.0,
1153628,,,,0.0,0.0,
1159987,,,,0.0,0.0,
1165396,zh-TW,東京残酷警察19,Tokyo Brute Police 19,0.2,0.4,
1169957,id,kowabana,kowabana,0.125,0.125,
1172414,,,,0.0,0.0,
1173609,zh,玉房鬼,Tamabusa Oni,0.0,0.0,
1177018,,,,0.0,0.0,
1179922,,,,0.0,0.0,
1182169,,,,0.0,0.0,
1185988,,,,0.0,0.0,
1192385,,,,0.0,0.0,
1198378,,,,0.0,0.0,
1199584,,,,0.0,0.0,
1201979,,,,0.0,0.0,
1205084,,,,0.0,0.0,
1208397,,,,0.0,0.0,
1215044,zh-TW,體驗誘惑,Experience the temptation,0.0,0.0,
1221032,,,,0.0,0.0,
1224917,,,,0.0,0.0,
1229799,,,,0.0,0.0,
1231585,,,,0.0,0.0,
1235608,,,,0.0,0.0,
1240095,,,,0.0,0.0,
1243795,,,,0.0,0.0,
1246416,,,,0.0,0.0,
1250785,,,,0.0,0.0,
1256805,,,,0.0,0.0,
1261644,,,,0.0,0.0,
1265218,,,,0.0,0.0,
1267448,zh-TW,児童館,Kindokan,0.0,0.0,
1272868,,,,0.0,0.0,
1279626,,,,0.0,0.0,
1281861,,,,0.0,0.0,
