id,title,year,original_language,poster_path,human_verdict,has_text,human_note
690136,"Psycho Messenger",2018,en,/gvse3kCFWmjUKzLqoDvFa9zzp79.jpg,no_es_poster,,""
690137,"CPR",2018,en,/3ds50Zcb3Jw0WSBuYt1NNydBICS.jpg,no_es_poster,,""
690138,"Broken Heart",2018,en,/uthxApwzAYYO9SQTDhN31tgWbvG.jpg,no_es_poster,,""
690583,"Armageddon",2019,de,/swxoaffYG9EjN7mVOZG5mQC5weA.jpg,no_es_poster,,""
690658,"Biocrisis",2002,en,/6gh18FN2dyf9iQFIU6Fcs1xWM7s.jpg,no_es_poster,,""
690732,"The Guest",2016,hi,/hL1h8oWahCMM8NMxvkZLPGxTvi3.jpg,no_es_poster,,""
690799,"Horrors from the ID!",1970,en,/pXBMrzBnrtQuds2I9XjgDltL6gy.jpg,no_es_poster,,""
691155,"Papierkram",2020,de,/33pLafYy0xsIPAw8RHZ0six5epI.jpg,no_es_poster,,""
691223,"Ruptured",2019,en,/pJBBz5RHIXWOqjq4O2CWNCxKSfb.jpg,no_es_poster,,""
693582,"Fate",2018,en,/bkYa0ABWJGW33q7RqApi6PHBM6a.jpg,no_es_poster,,""
693840,"Hell's Bells",2017,en,/y22FSe8FRPOgEm5S9wca1311wlD.jpg,no_es_poster,,""
694435,"The Dead of San Angelo",2001,en,/zdc9gMj68H4zGfoMWUdBAsWVm7I.jpg,no_es_poster,,""
694439,"Under Cemetery 2: Guanajuato",1999,en,/j1oKIVElKZftZuZxdkrRzpmRcww.jpg,no_es_poster,,""
694441,"Cadavericon",2002,en,/gIMlfhNabZsibrjrnfbfGPBAWS0.jpg,no_es_poster,,""
694556,"The Pit",2010,en,/lbwjK9Bg4z7bXLXiPq6ya7UPySH.jpg,no_es_poster,,""
694951,"And All Through the House",1971,en,/32Ljy80Xl883nn9SZMe1MYgdI8y.jpg,no_es_poster,,""
695256,"Obeah",1987,en,/8vsWq3hSlM6R8fARDAHHUesIo2g.jpg,no_es_poster,,""
696138,"The Philosophy of Horror (Part I): Etymology",2019,hu,/5lPiefwMbca330JUFDdTJBYpt4U.jpg,no_es_poster,,""
697402,"Zombie Attack",1990,de,/wHRkcCz2AqD6PWCy4eUw3Gb5bNp.jpg,es_poster,si,""
698649,"Trees: A Tale of Two Trees and a Swing",,en,/muwovGUjfFeuwTWkwBSmQngTyi2.jpg,no_es_poster,,""
698826,"Transfiguration Atelier",,fr,/x21AL3unhM8zpZ86HRDGJb4xqSD.jpg,no_es_poster,,""
699317,"Will The Summer Make Good For All Our Sins",,en,/aKtZGRf06y4Y8Q7n2ItrMt6ZtU.jpg,no_es_poster,,""
702649,"Box",,ja,/4TIGiH2zK22Lhd8lY3DPBnjCecI.jpg,no_es_poster,,""
705279,"The Bather",1995,en,/n0C5GocY2aL3Z0CiCyyn5alYNzx.jpg,no_es_poster,,""
706199,"Ice Breakers",2014,en,/ypZq4pMo7UJevHZydH0M1x3mJm1.jpg,no_es_poster,,""
707786,"O is for Orgasm",,fr,/A5UdWRGou3DsjStl1ekhU7kXyHl.jpg,no_es_poster,,""
708591,"8cho",2006,es,/fyPpgpcqzqUqsuSiY5RJL4nWznM.jpg,es_poster,si,""
712286,"War Hero",2020,en,/8EezLDAZtSc77If6vE4DweTtsrE.jpg,no_es_poster,,""
713504,"Blind Date",2020,en,/xbAP8ks4eA10SmbCjT5DeGH7fGL.jpg,es_poster,si,""
715951,"Not a Baby",2019,en,/7cY76jVZmi9lhivqVLQVKu4pRh8.jpg,no_es_poster,,""
717972,"Flick",2020,en,/1tAR93S6ie6bacxQREDvpF756V4.jpg,es_poster,si,""
718859,"Juken Zombie",2019,ja,/6YwbDY4G1tta3zPZ5lf3VylFKjC.jpg,no_es_poster,,""
719276,"Viy",1918,ru,/syQxdFal59W88Ml6GIpJJkpdUHw.jpg,no_es_poster,,""
719279,"The Afterlife Wanderer",1915,ru,/8Cbes7qAXMemYj3xGKD2jmzFm0c.jpg,no_es_poster,,""
719280,"Fanga",,en,/5Q9eqoBGYE82lnCI7kMurxRqMIv.jpg,no_es_poster,,""
719384,"Disillusioned",2020,ko,/u7GQRhpPGvz3BHUTWNqkRwzyl7K.jpg,no_es_poster,,""
719686,"Monstera Deliciosa",,fr,/wM6MZttjVFkKIwGVjCDlvgDN0Ef.jpg,no_es_poster,,""
719703,"Je t'aime",2010,fr,/h2a65tlhor2ilYj9ZmJfuKv8WwR.jpg,no_es_poster,,""
720667,"INFINITY minus Infinity",2019,en,/icRerj4LOJBG0a9UCiMDx5CmEhr.jpg,no_es_poster,,""
721139,"Kulit",2016,ms,/rEDDH9rSLpgIP2cA5K8b3rjxW6e.jpg,no_es_poster,,""
722635,"Firehead",2019,en,/jz1TRUVXkShYoCkO2Y44rJrtSbY.jpg,no_es_poster,,""
723531,"Adult Swim ID ‘Mr. Pickles’",2016,en,/lDHEGTt5a0F7PtzZJv74YkafxfX.jpg,no_es_poster,,""
724774,"Devil Eyes",2002,en,/fJS3Wdpir6JjQ2BH6kY7Rj3QeiA.jpg,no_es_poster,,""
724789,"Temple Time",2016,en,/lgo9TfGJajmaY0OMaC0DHkcJUy8.jpg,no_es_poster,,""
724919,"Pressure",2020,sl,/bFf9AG66oY9EjIz46j6TkKZflvv.jpg,no_es_poster,,""
725836,"Aubergine",2020,en,/424p6rfPE23pWLPCbsnIvNdMOni.jpg,no_es_poster,,""
726025,"The Island of the Dead",2012,de,/581CCn27GsIKaH9sZ9ISdsezZMb.jpg,no_es_poster,,""
726031,"The Gable Film",2007,en,/kuqdBXVFdFm9fTK3NFMQqXpdmmn.jpg,no_es_poster,,""
726062,"The Musical Chairs",2002,en,/AeQ0Fmvmtu5hKl0YAsQaQjwpsLP.jpg,no_es_poster,,""
726239,"Dead",2020,en,/eu40V59ULl92GIWfRGLAuzu5EYb.jpg,es_poster,si,""
726333,"The Bride of Frankenstein",2020,en,/zHNQfN6EiwjA2ezR1Jklu0leoxZ.jpg,no_es_poster,,""
727251,"Metachaos",2011,en,/eRHV2xisqYzwVGqMlnNfMVMMlPk.jpg,no_es_poster,,""
728218,"Mean Spirit",2020,en,/y6YYvrDjwGfapiqn8hYYcjl6QU0.jpg,no_es_poster,,""
728236,"Libido",,id,/hyK8uUx8mfXitGfFtQs8DyHe4VK.jpg,no_es_poster,,""
728295,"The Death Vendor",2019,ja,/xF3juC1qgZML7TSO8LEOXSoPwSi.jpg,no_es_poster,,""
728308,"Bowling Balls",2004,en,/5jlAre5oX9n8ocBSs1xDVbczY3p.jpg,no_es_poster,,""
728872,"U Is for Unearthed",,en,/Al0zhOkse8UHx1mc997dfJT4KJa.jpg,no_es_poster,,""
728876,"X is for XXL",,fr,/97WjMJ4YNQ2C2KMMHdmz8izfoVR.jpg,no_es_poster,,""
729565,"The Tiller",2020,ar,/sgjwvnn2QL4SvJaagy57pJXoqNP.jpg,es_poster,si,""
729630,"Mom's Heart",1909,it,/t3D1wTQ4g2C2MjprNhkDbKwWeEs.jpg,no_es_poster,,""
729631,"La ballata della strega",1910,it,/fuvaVTjlU7BZxcmMWHASRcYxGFX.jpg,no_es_poster,,""
729975,"Porkin' Across America",,en,/bFdzli97FrAnmVIZ5DAJMogs4aJ.jpg,no_es_poster,,""
730103,"The Human Vapor",2010,ja,/g26k75s76S4Ipr1Q10qoEEU098y.jpg,es_poster,si,""
730375,"Shizuka na ayashii gogo ni",1997,ja,/fLuE64TiXj5Dx9T7iNAlBW32OxE.jpg,es_poster,si,""
730627,"Abstract Horror",2019,en,/4XcNdEqYtW93PcQX7I4RrPx2zxx.jpg,no_es_poster,,""
731803,"The Murder Rabbit",2011,en,/7Tj9ESIQBwdhmdzODls59OwvKxP.jpg,no_es_poster,,""
732136,"Miporin",2019,ja,/14RSt0SY7uDQL1qCIx9EYLNmpCR.jpg,es_poster,si,""
732945,"Pesadelo",2018,en,/3u0Gv8qXtZ5faIMBqjwvOZjWOiv.jpg,no_es_poster,,""
733126,"Behind the Frame",,en,/lX80pZy6UWsWOC4i2KYZn7QOHii.jpg,no_es_poster,,""
733222,"Cravings",2019,en,/kqwJRnL8nJBwEm2azRnON91kqsT.jpg,no_es_poster,,""
734878,"Obito Doce Obito",2016,pt,/d3pKaDU2kwIjmsZ5u9MQyVOxmh6.jpg,no_es_poster,,""
735012,"Answering Machine",2001,en,/vYK5Xq21cTin1ljGaPgJcdxIN1I.jpg,no_es_poster,,""
735504,"Derailed",2016,en,/klJmuXzKSwLVJ1zAXPIUxDoXhW9.jpg,no_es_poster,,""
735514,"Actual Case History",2015,en,/yaz6qLdfXeWeA2AzZ12JwCPzHeP.jpg,no_es_poster,,""
735951,"Matroshka: Dolls of Doom",2009,ru,/86JRBI1f1e2nrulO8VgwY6SrnH3.jpg,no_es_poster,,""
736189,"Dorm",2016,en,/uw61qv4BKvPVRQ8pkc6S3z54Ada.jpg,no_es_poster,,""
736369,"Même pas Mal",2003,fr,/6EDiBOXG0zgQW32DNUg1rKcuiiG.jpg,no_es_poster,,""
738043,"As Long as the Stratified Animal Lights Up",1965,fr,/e70oJAInFuhzVnKACE1L4ahWRVG.jpg,no_es_poster,,""
738796,"Hamster Hell 2",,en,/5QTfG6Bz0fXp0KQuEuQcqmSTAp3.jpg,no_es_poster,,""
739591,"Adormecidos",2011,pt,/ooQJZrZABxc4cyayHKInwr3lv17.jpg,no_es_poster,,""
741592,"Cyst",2020,en,/5nJwS765eHzCb5M8BTT2sl0lxxv.jpg,es_poster,si,""
741808,"The Truth of Grimm Brother's Fairy Tales",,ja,/8isSyTQpiCRxpcz1IYSIVVCHQu4.jpg,es_poster,si,""
742327,"The Devil Had Other Plans (Act I)",2020,en,/sRqbDCQUnSMVu2BOqm1sIGwIAUO.jpg,no_es_poster,,""
742899,"The Teddy Bear's Picnic",2019,en,/8kAFina73DOHyzufbGxY9aC5ukJ.jpg,no_es_poster,,""
742948,"Pieces of Me",2020,en,/ruEzVW4ftPw7R0VNm9BRd5cOcGs.jpg,es_poster,si,""
743240,"Black Forest Sanatorium",2020,en,/9NRHiOzloJHbUttEqjnGlCvocqD.jpg,no_es_poster,,""
743964,"Teddy Has an Operation",,en,/lLxf3YxjgZ8anHgXX2VJvehUsW0.jpg,no_es_poster,,""
744447,"Soghoth",1986,es,/zF5IUd4EmkvrxVLmGd0rIPPQfzC.jpg,no_es_poster,,""
745047,"Static Tears",,en,/o23owAHelyRQEV1IfSRsL6bI7ac.jpg,no_es_poster,,""
745282,"Prey",,en,/q8O9wZ4BvwF1ui1BDXZN3a0Tfkq.jpg,es_poster,si,""
745328,"The urine crazed corpse catchers",1988,en,/qG9auFDA3xxPc4UPdcqAh79lAqh.jpg,no_es_poster,,""
746520,"The Storm",1962,en,/dVwqcWqwTujfdVeaSqZv9hJU7xc.jpg,no_es_poster,,""
746661,"Cleaning Day",2015,de,/qqrxfNGtqyKjqJQF6Lrpeu41GRV.jpg,no_es_poster,,""
746971,"The Painted",2020,en,/fkDpVFJ49KCqyyXYQ4dDDfjn0LN.jpg,no_es_poster,,""
747005,"The August Club",2020,en,/wJKVNrPbCjVpZ3Zxxwsqeq9oZW6.jpg,no_es_poster,,""
747521,"Red Light Green Light",2018,ko,/5ji6sgGBrxaK7mofl5Uug1izjJE.jpg,no_es_poster,,""
747923,"Torgo Kills / Torgo Lives",2019,en,/7MTkhZXWWXkahG8KIxu79Urxi41.jpg,no_es_poster,,""
748694,"Civilize",2019,ko,/1tnfqzwzLeXmqFr0hE84Bm7CL8Z.jpg,no_es_poster,,""
749380,"Grundy the Meat Man",2013,en,/yvtPfmdFhQckHMdGRfvAgNzm9S.jpg,no_es_poster,,""
749416,"Only the Lonely",2018,en,/KchNL9lskQxXRNbjmGswC4T3Ok.jpg,no_es_poster,,""
749992,"Junction",2020,xx,/3WVPadc7TPiAMmU8WN9OaV4t5aI.jpg,no_es_poster,,""
750415,"Seven",2016,en,/hj1s5RI58UDda1lbaXcSPRaabph.jpg,no_es_poster,,""
750923,"Murder at Makeout Point",2015,en,/irUcC4x7CrQE4Xk3e8wwJsviljq.jpg,no_es_poster,,""
751365,"Telos",2017,en,/qf3QPKEoFbv8e5WgRadqgCT7C7r.jpg,no_es_poster,,""
751401,"Pork Chop",2020,en,/jAXhRHidEvddHRLqP650I5iZawB.jpg,no_es_poster,,""
751418,"Cabal",2020,en,/axvt8bzek9RziQh3imJanA1umDB.jpg,no_es_poster,,""
752819,"Blood Bath",1969,en,/nfXhiwdE6gpijULLgTR4u6dSxQD.jpg,es_poster,si,""
753147,"Gregory",,en,/jYJwGvP9G5ADG15QKixrZk6tktq.jpg,no_es_poster,,""
753158,"Old Maid",,en,/xlcl4fP21Jx7fb0TsOANWsJtxBw.jpg,no_es_poster,,""
753248,"The Living Corpse",1958,zh,/tR3SwbTblusn1GLV8XVrEUs3anL.jpg,es_poster,si,""
753328,"Spout",2009,en,/1WXajyutGGPlmsIpr5dxJVyj4l7.jpg,no_es_poster,,""
753337,"Gremlins: A Christmas Nightmare",2018,en,/zXqUOeBZ9efGkahKBEcf12nx9Qg.jpg,no_es_poster,,""
753726,"Halloween Party",,en,/5aQ7rJScNkpm1wsPd8e5ZlkxyvC.jpg,no_es_poster,,""
754758,"The Mystic",2012,en,/oiZeax2xzTYGOVAeuAu7LCGBxA6.jpg,no_es_poster,,""
754777,"The Devil and Tom Walker and Me",,en,/eUN8gfRru13637smyo6XlUqmeX9.jpg,no_es_poster,,""
755804,"Sweet Tooth",2018,en,/sYbHo2Y3jZQMSUwKIPwpbxC8k3o.jpg,no_es_poster,,""
756158,"Kurt Cobain Horror Movies",,en,/y4Ogeqem9kHGyDXrE50WTOWMhCs.jpg,no_es_poster,,""
756673,"Slender Man",2014,en,/upnq3REL8fPcn0gzRcgQiNxdzqe.jpg,no_es_poster,,""
757173,"Clownz R Us",2020,en,/5M9BBVk0CL5E1V5snpYxlVIfHjH.jpg,no_es_poster,,""
757854,"Necrophiliac",2020,es,/k5P8OJFFdkePU4x2nXXjPCtQtnA.jpg,no_es_poster,,""
758547,"Surreptitious",2006,tl,/Hr5UuQI1S9y9MEFQliSNausNPz.jpg,no_es_poster,,""
759753,"I Ride My Bike When the Air is Crispy",2020,en,/ht1uVM9lYucSD0FVvDIPAyEjI8h.jpg,no_es_poster,,""
761055,"Embedded",2020,en,/ilEaCXUcTAxOfrsXqpzjHYklEcb.jpg,no_es_poster,,""
761837,"Guests",2020,en,/uT7nQQEfeJhcbjI1z7gOa4yGrr4.jpg,no_es_poster,,""
761953,"Komaneko, Home Alone",2013,ja,/w4OJb7PPVoCxKc7qWp6kZfJjW02.jpg,no_es_poster,,""
762305,"Rhapsody in Blood",2019,en,/86DajkLvQ2ZLtuAKNDTx7mTzygL.jpg,no_es_poster,,""
762655,"Dr Turner's Mental Home",1929,en,/cSEmFbgnqyFA9O36NIrEAms1Wx5.jpg,no_es_poster,,""
762660,"Transcending Mirror Boundaries",1981,en,/rdZyFOGpQY08EDchg3ebi3RIc3x.jpg,no_es_poster,,""
762741,"Mouthless (Gusła)",2020,en,/2m2UOVdxb5CkGxx6TZLZ9WwKib0.jpg,no_es_poster,,""
762826,"TRIANGLE",2012,en,/mqnIMzwOMfCvt1RHaBN12pnoHlC.jpg,no_es_poster,,""
762838,"UNICORN",2012,en,/33i5IDVGm09lbVkY8HwxBRqgPZX.jpg,no_es_poster,,""
763278,"Llega la noche",2020,es,/unnyX81r1E4MeteeCrdS5kCIUmY.jpg,no_es_poster,,""
763302,"Haunted House",2000,ja,/8E95W3CqzYPtN27GSX99vPFEW3N.jpg,no_es_poster,,""
763320,"SCARE PACKAGE",2019,en,/zB78bFjOAfG3iWlz2b74h2aQR9u.jpg,no_es_poster,,""
764309,"I Am He Who Created Himself",2019,en,/wclvI1MjVrSYJds6ZAjJTA25B2F.jpg,no_es_poster,,""
764794,"The Phone Call",1982,en,/zH3N6LIIuHFRHKx6niBDrmj96bv.jpg,no_es_poster,,""
764923,"Honto ni Atta Gakkou Kaidan",1996,ja,/4qGmAKVud62zZ7v2Qe0ZuRccEVB.jpg,es_poster,si,""
765190,"The Starey Bampire",2019,en,/m0mr6S1cfkLrBt2apaujMWqdu01.jpg,no_es_poster,,""
765193,"Booklovers",2020,en,/hWWzf2wCaZZir6Cko3yzYW7S03t.jpg,no_es_poster,,""
765707,"The Blaylock House",2012,en,/utfVKs2nS5vI7KSyR2qlWjHCrzW.jpg,no_es_poster,,""
765878,"Alla ricerca dell'impossibile",1962,it,/4Hu5HMg9M0vnvRAsYsz7GnpdUzj.jpg,no_es_poster,,""
766162,"Life of the Artist",1981,it,/pIByvyICw0oUGVD7XfIblwM3V8v.jpg,no_es_poster,,""
766309,"Páginas Da Loucura",2019,pt,/96dWkZmjXgqKhvLQxEC7AJoZ1sz.jpg,no_es_poster,,""
767152,"Stiff",2007,en,/pSZ1anpuI5CHT2yh5JKv9eiHJrL.jpg,es_poster,si,""
767243,"Optica",2013,en,/rdaikpwGlaLkRiwc2WyOUpX4f7B.jpg,no_es_poster,,""
769303,"A Vida de Um Homem Só",,pt,/r7mgUJes6MrfkkBvZF4qWHQj5Q4.jpg,no_es_poster,,""
769804,"The Color From Beyond 【GEMSTONE Horror Entry】",2020,ja,/8kZPdMdmFPRBcngFrszKYHzZu81.jpg,no_es_poster,,""
770010,"Mekakure",2019,ja,/w9OxQjHK4goy5XWSfMG9QFD4ruq.jpg,no_es_poster,,""
770382,"3 AM",2003,en,/4p3WKA3jl3ri95AJFm4p4C3aERv.jpg,es_poster,si,""
770491,"Operator: Episode 2",2017,en,/o655BMdDPCJMXouUuAE8s6yAsVy.jpg,no_es_poster,,""
770632,"Alone",2020,en,/hn4nBIg6buks187oNjAd8HsuxDK.jpg,no_es_poster,,""
770973,"Krampus is Here",2015,en,/gn53LJ8sZoZtkEiJ9pdihKNPRK9.jpg,no_es_poster,,""
771266,"The Wesley Verbank Octagon",2020,en,/2xK2ZorDkzXZ2fHf0GDnZuogWuf.jpg,no_es_poster,,""
771390,"Macabre Night",2020,pt,/jJMZjnP26Ih8eeC4oP4RgmY2IFF.jpg,es_poster,si,""
771550,"Pandemonium",2020,es,/rLKAwSiHeGxhj9O7wEjZIH2RIG8.jpg,no_es_poster,,""
772139,"Keep Forgetting",2019,ja,/dXBWdh5rIJVG4KUsVHeYhkXCkDU.jpg,es_poster,si,""
772312,"There's Something Wrong With My Freezer",2020,en,/mPRrhuzyHWquxTlxhBcU47Ft432.jpg,no_es_poster,,""
773620,"The Bride of Frankenstein",1968,es,/9dmJA89lxa5cr2HyzPzJl8qyhQo.jpg,no_es_poster,,""
774559,"Rex the Runt: Dreams",1991,en,/fZ61lwTcLqdBqN58rYZTnklxjhX.jpg,no_es_poster,,""
774629,"Ansias",2018,en,/oMLxwtog6zCJc8aeGR4CXOZ9htU.jpg,no_es_poster,,""
775381,"Goodbye",2020,en,/gjszYeaREI5O7P3JDtgNsXp1yKA.jpg,no_es_poster,,""
775857,"Decent Work",2015,ja,/fSFraCRIH0l2tSI6wcx75TWaE5.jpg,no_es_poster,,""
777177,"Thursday: A Day in Quarantine",2020,en,/uBGNoVN3H3jc2wvHcCqey9HIcvu.jpg,no_es_poster,,""
778190,"It Gets Worse",2016,en,/j5nuXhoePagIAcfGf5wBjqetaGe.jpg,no_es_poster,,""
778521,"Devil Boy: Welcome to Devil Land!!",1990,ja,/9nu8vUk76KqdUpjvvulxkIwyw5F.jpg,es_poster,si,""
780535,"Flying Images",1989,ja,/gfpLwttyPfbk3vZ5I7D4siIvkR8.jpg,no_es_poster,,""
781004,"A Halloween Carol",2014,en,/q4hwwHl8w1tac7IFiojndC7Hf78.jpg,no_es_poster,,""
782214,"Carnival of Sl*ts",2019,en,/gDF1l2z7HDHGbHnrvckYgJqABZP.jpg,no_es_poster,,""
782575,"Que votre empire s'étende",2019,fr,/sIORdxaqAcsQ1afvE1wZbLDnqtH.jpg,no_es_poster,,""
782676,"Plane Jane",2020,en,/qmTmlPWudM65yEw3SyEmIbeihwo.jpg,no_es_poster,,""
783963,"Der verlorene Schatten",1921,de,/u1994QwGZj66VKeMCewLZRVvajZ.jpg,no_es_poster,,""
784115,"The Curious Adventure of Doctor Works",1921,xx,/5AKXTQUhBo5nqld4zzEZnQJMwzy.jpg,no_es_poster,,""
785097,"The Cask",2014,en,/i55u27ZD1NDuzJHbal2Y2rXygdO.jpg,no_es_poster,,""
786018,"Peanut",2021,en,/hIh7VMp7TVD4h7sFkHUNYwEtClx.jpg,no_es_poster,,""
787046,"Suicide",1979,en,/zDRX4yDcJPyJyjCsYXCLHKy5PSW.jpg,no_es_poster,,""
787760,"The Devil's Signature",1914,en,/33BBckwmLJOixzoqL1771RJMMTt.jpg,no_es_poster,,""
788376,"Complex Bereavement",2021,en,/oTR5N7rlMfMNzjlJFU2CA4NZ408.jpg,no_es_poster,,""
789581,"BUNKER",2019,en,/bXRP5T2CqVWT2ErcWw8ZJshZJkS.jpg,no_es_poster,,""
789859,"HER",2021,de,/6a7mmtOzM2jugEZuWtRXywjXB2D.jpg,es_poster,si,""
790252,"Eko Eko Azarak",2007,ja,/mMCDLhVL6H3STwboUP8QpdQokEs.jpg,es_poster,si,""
790257,"Horror News",1996,ja,/eZz7MlJcrDPeaN13dMKacJzSllc.jpg,es_poster,si,""
791038,"The Island of Dr. Moreau",,en,/H1vNIr2gFoKi5AhgFjrLsMHUeO.jpg,no_es_poster,,""
791907,"Memories",2002,ko,/yTojLGOaeQ9ApHheVpHBJ5dQrlX.jpg,no_es_poster,,""
791908,"The Wheel",2002,th,/7fxa7U9q6iOiVs8XEzlaFm0nRuh.jpg,no_es_poster,,""
792505,"The Alien Autopsy",1995,en,/k5PdPa0YUsTaLpvpAcJPJ0S8EZh.jpg,no_es_poster,,""
792672,"Disappearance",2014,ko,/sDoPNImoipqcSBbPhv3wBVhOtWz.jpg,no_es_poster,,""
794325,"Monkey Man",2020,en,/sDHSjsaTguRcm8pLLYAW0bQCqhE.jpg,no_es_poster,,""
794424,"Unwanted Visit",2021,es,/dlsnPmJMtoCDyOl0rvYxLpjYX1I.jpg,no_es_poster,,""
794630,"The Terror of the Disgusting Worms from Outer Space",1984,de,/zHPakxHqoH0Z31KS62TRl4K0oTK.jpg,no_es_poster,,""
795939,"Kowasugimasu.",2018,ja,/bUbTfGoUz6XH8JdJpXBYPgPaa2w.jpg,no_es_poster,,""
795952,"Television",2004,ja,/qLDm2Akt9dEpUquPZa2REJGn2cA.jpg,no_es_poster,,""
795962,"Zonmi-chan: Meat Pie of the Dead",2016,ja,/moYsAYvvo8wKS0Csxz7mV2MKG3P.jpg,es_poster,si,""
795987,"Love Bites",,ja,/cw1IichqHrccEylEuKUFhrO4uQ.jpg,no_es_poster,,""
796010,"Birds Dream",2014,zh,/nioVb3jWW5svc3UvPy5wr5TjCtZ.jpg,no_es_poster,,""
796057,"Nanja Monja Obake",1994,ja,/xf7JO3h5KEB9sw6ZJneZQALjO5Y.jpg,no_es_poster,,""
796284,"Yuki Onna",2013,ja,/44kcOgDfWbGO0dmGTw3FlOe9CTS.jpg,no_es_poster,,""
796400,"Look Around",2008,ko,/zsxOBlC5WrkiVl4NkTDo2sd5w2J.jpg,no_es_poster,,""
796401,"A Hollywood Blockbuster",2010,ko,/r0LqEVPAqlNtyJMsxkKMUirEFcE.jpg,no_es_poster,,""
796571,"The Dig",2020,en,/qZPm81QwEBvx0bObh22QFZc6AaR.jpg,no_es_poster,,""
797006,"Dark Night's Historical Drama",1995,ja,/cYhFJCDoXPwBmcRKUsid26yjnRN.jpg,no_es_poster,,""
797047,"BORN BY MYSELF",2005,ja,/4agulqO5vaxqTyJcVRCWpUr2gbM.jpg,no_es_poster,,""
797425,"Beowulf",,en,/eieEES87wWUyCLsfjUpQHs6s4vM.jpg,no_es_poster,,""
797582,"Norman and the Killer",1991,en,/qnD1qNflv1R7M8WNwh3kxy7SHQe.jpg,no_es_poster,,""
797659,"Space Yokai War",2010,ja,/crUvI0cMBpFEG5bEpDnOCIvN6Mj.jpg,no_es_poster,,""
797924,"A WOMAN IN A FASHION BUILDING",2015,ja,/3feIhjOakywxdhI08eAfMVQig36.jpg,no_es_poster,,""
797928,"Faceless ~ Faceless Neighbour ~",2017,ja,/A4DApITiZOAk2BDCm1ZeyFBzpck.jpg,no_es_poster,,""
797932,"Nosferatu Maiden",2017,ja,/q4iIwibNTGTvDwjda4XbrsmKqNX.jpg,no_es_poster,,""
797937,"Children of the Shadows",2006,ja,/jtMipWEe9QOgB6AqReKVa8gBPQz.jpg,no_es_poster,,""
798823,"The Retneprac 2",2009,ja,/7KDiBLXlnVeESXZr9QGAnwXHGn9.jpg,no_es_poster,,""
799177,"Bhediya",2022,hi,/A2qPWAJmnq3wVk3zBIupTdyJfxR.jpg,es_poster,si,""
799364,"Burn the Witch",2021,en,/3nNuzJM7sVfJgec0qD0XjgRBisD.jpg,no_es_poster,,""
799600,"Peter and the Wolf",2013,xx,/kCJDjEtOExh7TiiGkJxrfqFRgt0.jpg,no_es_poster,,""
799943,"The Ouija Board Project",2014,en,/tYDT9qh5nsEunHxskPTqYmYhY9G.jpg,no_es_poster,,""
800137,"The Devil Had Other Plans (Act III)",2020,en,/3ZzDLfwlgNhT7galRdaE88tnnZY.jpg,no_es_poster,,""
800474,"The Garden",2020,en,/s0PYWQzHMRhOD4Ua7L8l8CIk8kV.jpg,no_es_poster,,""
800984,"BUSSY",,en,/fNBAfKi0RWyehmfxsY85SpvJB2q.jpg,es_poster,si,""
801527,"Checkmate",2020,en,/sXzWjKaMCrCQcMENivz4fxGOLXb.jpg,no_es_poster,,""
802870,"Finger Food",2019,en,/uYekbsd6pjycSM3P8qaX6pJGfhJ.jpg,no_es_poster,,""
802969,"Branchville",2021,en,/t2bBjzMf6T8qtMB5dDMuAtDYo9v.jpg,no_es_poster,,""
804330,"In My Room",2021,ja,/rsue1WwqRK1RhfGYe1UGe67uWbD.jpg,no_es_poster,,""
805201,"Industry to cash ghosts",2017,ja,/8GNiAwCkji2MPEoNEmiTIVe9a8h.jpg,no_es_poster,,""
806715,"Milk & Cookies: Christmas in July",2019,en,/qOtW2xiFX2dLZ3FPmhpLtlFySky.jpg,no_es_poster,,""
806892,"Image of Perception",2021,en,/dG46eflfdvsjEh0IPpH91Pyzjp8.jpg,no_es_poster,,""
809570,"Trypophobia",2018,en,/7cs5ncND0emwpvs1Qmu3KEy28Uz.jpg,no_es_poster,,""
809703,"Dining Room or There is Nothing",,en,/3nfCxHeX82sMIK7fwcrBArpZ32Z.jpg,no_es_poster,,""
809962,"The Binding Box",2017,en,/lr6MdgiM0FLCgNyoYwsmR4lcuET.jpg,no_es_poster,,""
810470,"Shiro Yasha",2004,ja,/f29UgESn0JWiNLEtORtYNUEHZvX.jpg,no_es_poster,,""
810760,"Blackout",2019,el,/qhsBDNz8ZbsW75GpicfjRgga4Fn.jpg,no_es_poster,,""
810896,"Waiting Room",1981,en,/4UACu3sBcrmQ9Yv9oT1mrAZuaBt.jpg,no_es_poster,,""
811825,"Below",2020,en,/5B4n47ZcoFTZc3XFsfQc2jI7D1x.jpg,no_es_poster,,""
812657,"Miles Fisher: This Must Be The Place",2009,en,/m7SAGakNZDL2ENTjI4nbkcIYqbm.jpg,no_es_poster,,""
812694,"Slasher",1998,en,/7ryjNup6FWILFegd9IaFNPvJgqb.jpg,no_es_poster,,""
812822,"Feast of Burden",2012,en,/hO4y485NjZZnek2qmX8dZaU5PHC.jpg,es_poster,si,""
812983,"The Fly Papers: The Buzz on Hollywood's Scariest Insect",2000,en,/b0HKEaQ6p69TVNBNyBb60TuAl49.jpg,no_es_poster,,""
813313,"Big Octopus",2020,zh,/zB8uoMjSHjDvHTt5VLK8ju8xsuH.jpg,es_poster,si,""
