id,title,model,text_you_read,verdict,reason,error
988409,Angels Die Slowly,us.amazon.nova-pro-v1:0,angels die slowly,match,the title text on the poster matches the cataloged movie name,
1001126,Blutbad,us.amazon.nova-pro-v1:0,BLUTBAD,match,the title text on the poster matches the catalog entry,
1001130,Blutbad 2,us.amazon.nova-pro-v1:0,BLUTBAD 1&2,mismatch,"the title on the poster is 'BLUTBAD 1&2', not 'Blutbad 2'",
1011064,The Drujes,us.amazon.nova-pro-v1:0,FOLIES PASSAGERES,mismatch,the title on the poster does not match the cataloged title 'The Drujes',
1012014,Terrore,us.amazon.nova-pro-v1:0,FOLIES PASSAGERES,mismatch,the title on the poster does not match the cataloged title 'Terrore',
1013502,Missing Millions,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014225,The Great Opium Case,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the catalog listing,
1014229,The Crimson Clue,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014230,"$100,000 Kiss",us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014243,The Diamond Trail,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014249,The Blackmailer's Bluff,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014250,Who's Guilty?,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the catalog listing,
1014251,Dodging the Law,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the catalog listing,
1014252,Sealed Orders,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014254,The Spendthrift,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1014258,Nick Carter Down East,us.amazon.nova-pro-v1:0,nick carter is coming to your cinema,mismatch,the title on the poster does not match the cataloged film title,
1029663,T is for Tickles,us.amazon.nova-pro-v1:0,the abcs of death,mismatch,the title on the poster does not match the cataloged title,
1030419,Legend of the Galactic Heroes: Die Neue These - Intrigue 1,us.amazon.nova-pro-v1:0,,,,Invalid \uXXXX escape: line 2 column 442 (char 443)
1030420,Legend of the Galactic Heroes: Die Neue These - Intrigue 2,us.amazon.nova-pro-v1:0,日百三八軍軍英雄軍軍英雄 DIE NEUE THESE,mismatch,the title on the poster does not exactly match the cataloged title,
1030422,Legend of the Galactic Heroes: Die Neue These - Intrigue 3,us.amazon.nova-pro-v1:0,"日百传英雄軍軍英雄
DIE NEUE THESE",mismatch,the title on the poster does not match the cataloged title,
1035187,Bug,us.amazon.nova-pro-v1:0,BITE SIZE HALLOWEEN,mismatch,the title on the poster is different from the catalog listing,
1035188,Incomplete,us.amazon.nova-pro-v1:0,BITE SIZE HALLOWEEN,mismatch,the catalog title does not match the title on the poster,
1059922,Stalker,us.amazon.nova-pro-v1:0,STALKER,match,the title text on the poster matches the cataloged film name,
1060618,Stalker,us.amazon.nova-pro-v1:0,STALKER,match,the title text on the poster matches the catalog entry,
1067693,Family Tradition,us.amazon.nova-pro-v1:0,4 NIGHTMARES,mismatch,the title on the poster does not match the cataloged film title,
1067700,1989: Last Hero,us.amazon.nova-pro-v1:0,4 NIGHTMARES,mismatch,the title on the poster does not match the catalog listing,
1089789,Smother,us.amazon.nova-pro-v1:0,SMOTHER,match,the title text on the poster matches the catalog listing,
1103053,Don't Look Back,us.amazon.nova-pro-v1:0,SEJER,mismatch,"The title on the poster is 'SEJER', not 'Don't Look Back'",
1103769,Calling Out For You,us.amazon.nova-pro-v1:0,SEJER,mismatch,the title on the poster does not match the cataloged title,
1105412,Black Seconds,us.amazon.nova-pro-v1:0,SEJER,mismatch,"the title on the poster is 'SEJER', not 'Black Seconds'",
1114096,The Invited,us.amazon.nova-pro-v1:0,THE INVITED,match,the title text on the poster matches the catalog listing,
1144861,The Skin,us.amazon.nova-pro-v1:0,el padrastro,mismatch,the title on the poster is different from the catalog listing,
1162006,Injured College Girl: Part 2,us.amazon.nova-pro-v1:0,L'ETUDIANTE BLESSEE,mismatch,The title on the poster is in French and does not match the English catalog title.,
1162007,Injured College Girl: Part 3,us.amazon.nova-pro-v1:0,L'ETUDIANTE BLESSEE,mismatch,The title on the poster is different from the catalog listing.,
1190422,The Knock,us.amazon.nova-pro-v1:0,the knock,match,the title on the poster matches the catalog listing,
1192817,untitled,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1227144,Tanaka to Jumonmono to Kaidan to Dai 1-kai Zenpen,us.amazon.nova-pro-v1:0,葉中と题欄物と隶説と,mismatch,the title on the poster is different from the catalog title,
1227152,Tanaka to Jumonmono to Kaidan to Dai 1-kai Kōhen,us.amazon.nova-pro-v1:0,若若の名名の類類物の際説と,mismatch,the title on the poster does not match the cataloged title,
1227154,Tanaka to Jumonmono to Kaidan to Dai 2-kai Zenpen,us.amazon.nova-pro-v1:0,藤中と题欄物と雷刊言と第2回全前,match,the title text on the poster matches the catalog entry,
1227159,Tanaka to Jumonmono to Kaidan to Dai 2-kai Kōhen,us.amazon.nova-pro-v1:0,藤中と顏欄物と隲善言と第2回名签,match,the title text on the poster matches the catalog entry,
1242989,The Plot to Kill Stalin,us.amazon.nova-pro-v1:0,PLAYHOUSE 90,no_title_on_poster,The title 'The Plot to Kill Stalin' is not present on the poster.,
1243003,The Greer Case,us.amazon.nova-pro-v1:0,playhouse 90,mismatch,the title on the poster does not match the cataloged film title,
1246156,Galaxy Special Investigation Elysion Part 1,us.amazon.nova-pro-v1:0,,,,Invalid \uXXXX escape: line 2 column 310 (char 311)
1246167,Galaxy Special Investigation Elysion Part 2,us.amazon.nova-pro-v1:0,日本上阻　エリシアン,mismatch,the title on the poster does not match the cataloged title,
1257523,Hobonichi no Kaidan: Vol 1,us.amazon.nova-pro-v1:0,日常の怪談,mismatch,the title on the poster does not match the cataloged title,
1257528,Hobonichi no Kaidan: Vol 2,us.amazon.nova-pro-v1:0,日常の怪談,mismatch,the title on the poster does not match the catalog entry,
1258187,Godspeed,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1265613,Monkeys,us.amazon.nova-pro-v1:0,Monkeys,match,the title text on the poster matches the cataloged film title,
1265625,Monkeys 2: Fight the Future,us.amazon.nova-pro-v1:0,Monkeys THE COMPLETE SAGA,mismatch,the title on the poster is different from the cataloged title,
1287595,世界奇妙物语1991年春之特别篇,us.amazon.nova-pro-v1:0,世奇妙物語,mismatch,the title text on the poster does not fully match the cataloged title,
1291362,El Padrastro,us.amazon.nova-pro-v1:0,el padrastro,match,the title on the poster matches the catalog entry,
1301109,Quiet,us.amazon.nova-pro-v1:0,QUIET,match,the title text on the poster matches the cataloged film name,
1319746,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,us.amazon.nova-pro-v1:0,the 1st and 2nd annual MST3K SUMMER BLOCKBUSTER REVIEW,mismatch,the title on the poster includes '2nd annual' which is not in the catalog title,
1319748,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,us.amazon.nova-pro-v1:0,the 1st and 2nd annual MST3K SUMMER BLOCKBUSTER REVIEW,match,the title on the poster matches the catalog listing,
1329268,Quiet,us.amazon.nova-pro-v1:0,QUIET,match,the title text on the poster matches the cataloged film name,
1364471,Cinque Storie Inquietanti: La Parete della Stanza Accanto,us.amazon.nova-pro-v1:0,CINQUE STORIE INQUIETANTI,match,the title text on the poster matches the catalog listing,
1364473,Cinque Storie Inquietanti: Il Treno delle Cinque,us.amazon.nova-pro-v1:0,CINQUE STORIE INQUIETANTI,match,The title on the poster matches the catalog listing.,
1367993,Cinque Storie Inquietanti: Scacco Matto,us.amazon.nova-pro-v1:0,CINQUE STORIE INQUIETANTI,match,The title on the poster matches the catalog listing.,
1368011,Cinque Storie Inquietanti: La Zampa del Gatto,us.amazon.nova-pro-v1:0,CINQUE STORIE INQUIETANTI,match,the title text on the poster matches the catalog listing,
1368023,Cinque Storie Inquietanti: La Ragazza con gli Occhiali Neri,us.amazon.nova-pro-v1:0,CINQUE STORIE INQUIETANTI,match,The title text on the poster matches the catalog listing.,
1381446,Son of Pumpkinman,us.amazon.nova-pro-v1:0,PUMPKINMAN,mismatch,"The title on the poster is 'PUMPKINMAN', not 'Son of Pumpkinman'.",
1387642,Pumpkinman,us.amazon.nova-pro-v1:0,PUMPKINMAN,match,the title is clearly visible on the poster,
1390975,Pumpkinman 2,us.amazon.nova-pro-v1:0,PUMPKINMAN,mismatch,the title on the poster does not indicate it is a sequel,
1390977,Pumpkinman 4: Janet Vs. Pumpkinman,us.amazon.nova-pro-v1:0,PUMPKINMAN,mismatch,the title on the poster does not include the full catalog title,
1390980,Night of the Pumpkinmen,us.amazon.nova-pro-v1:0,PUMPKMAN,mismatch,the title on the poster does not match the cataloged title,
1395126,Gehacktes : Episode 1,us.amazon.nova-pro-v1:0,Gehacktes,match,the title text on the poster matches the catalog entry,
1395127,Gehacktes: Episode 2,us.amazon.nova-pro-v1:0,Gehacktes,mismatch,"the title on the poster is 'Gehacktes', not 'Gehacktes: Episode 2'",
1404439,Cronaca Nera: Il Portiere Distratto,us.amazon.nova-pro-v1:0,CRONACA NERA,mismatch,the title on the poster does not match the catalog entry,
1433682,Cronaca Nera: Delitti al Torraccio,us.amazon.nova-pro-v1:0,CRONACA NERA,mismatch,The title on the poster does not match the catalog title exactly.,
1435585,Invisible Psycho,us.amazon.nova-pro-v1:0,INVISIBLE PSYCHO,match,the title text on the poster matches the catalog listing,
1439974,Stabbing at Leia's 22nd Birthday,us.amazon.nova-pro-v1:0,Stabbing at Leia's 22nd Birthday,match,The title text on the poster matches the catalog listing exactly.,
1449322,Scent,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1449517,A Lenda do Homem Pássaro,us.amazon.nova-pro-v1:0,the legend of the bird man,mismatch,the title on the poster is different from the catalog title,
1449610,A Lenda do Homem Pássaro,us.amazon.nova-pro-v1:0,the legend of the bird man,mismatch,the title on the poster is different from the catalog listing,
1456954,Behind The Screen,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1457097,Tre Casi per Laura C: L'Amore Uccide,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
1457447,Tre Casi per Laura C: Dopo la Sentenza,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
1457448,Tre Casi per Laura C: Il Signore delle Anime,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
1460565,Rec Nights At Freddys 2,us.amazon.nova-pro-v1:0,FIVE NIGHTS AT FREDDY'S 2,mismatch,the title on the poster is different from the catalog listing,
1466771,Welcome To Fredbear's,us.amazon.nova-pro-v1:0,FIVE NIGHTS AT FREDDY'S 2,mismatch,the title on the poster is different from the catalog listing,
1477274,I.A.gua,us.amazon.nova-pro-v1:0,I.A.GUA,match,the title text on the poster matches the catalog listing,
1487435,Th,us.amazon.nova-pro-v1:0,The Test,mismatch,"the title on the poster is 'The Test', not 'Th'",
1487502,The Test,us.amazon.nova-pro-v1:0,The Test,match,The title text on the poster matches the catalog entry.,
1488271,Mission: Impossible - The Slave,us.amazon.nova-pro-v1:0,MISSION: IMPOSSIBLE,mismatch,the catalog title does not match the title on the poster,
1489213,Mission: Impossible - The Falcon,us.amazon.nova-pro-v1:0,MISSION: IMPOSSIBLE,mismatch,the catalog title includes 'The Falcon' which is not on the poster,
1493831,CAÇADA DIGITAL: O Arquivo Julita Pintuda,us.amazon.nova-pro-v1:0,CAÇADA DIGITAL: O ARQUIVO JULITA PINTUDa,match,the title text on the poster matches the catalog entry,
1493897,Digital Hunt: The Julita Pintuda File,us.amazon.nova-pro-v1:0,CAGAÇA DIGITAL: O AQUIVO JULITA PINCUDA,mismatch,the title on the poster does not match the catalog title,
1494048,The Sacrifice Part 2,us.amazon.nova-pro-v1:0,invisible psycho,mismatch,the title on the poster is different from the catalog listing,
1495049,WA.I.ter,us.amazon.nova-pro-v1:0,LA.GUA,mismatch,the title on the poster does not match the cataloged film title,
1503684,me equi,us.amazon.nova-pro-v1:0,ECOS DEL SUBSONSCIENTE,mismatch,the title text on the poster does not match the catalog listing,
1503778,Ecos del Subconsciente,us.amazon.nova-pro-v1:0,ECOS DEL SUBSONSCIENTE,match,the title text on the poster matches the cataloged film title,
1518320,The Mysterious Bond Case,us.amazon.nova-pro-v1:0,NICK CARTER IS COMING TO YOUR CINEMA,mismatch,the title on the poster does not match the cataloged film title,
1518323,A Cry at Midnight,us.amazon.nova-pro-v1:0,NICK CARTER IS COMING TO YOUR CINEMA,mismatch,the title on the poster does not match the cataloged film title,
1530218,Illusions,us.amazon.nova-pro-v1:0,ILLUSIONS,match,The title text on the poster matches the catalog listing.,
1530222,Illusions,us.amazon.nova-pro-v1:0,ILLUSIONS,match,The title 'ILLUSIONS' is clearly visible on the poster.,
1531589,Rot,us.amazon.nova-pro-v1:0,ROT,match,the title text on the poster matches the catalog entry,
1531596,A Man Explodes,us.amazon.nova-pro-v1:0,ROT,mismatch,the title on the poster does not match the cataloged title,
1532909,The Invited,us.amazon.nova-pro-v1:0,THE INVITED,match,the title on the poster matches the catalog listing,
1548140,Fake Documentary “Q”: Last Countdown,us.amazon.nova-pro-v1:0,Q,mismatch,"the title on the poster is just the letter Q, not the full title",
1548141,Fake Documentary “Q”: Film Inferno,us.amazon.nova-pro-v1:0,Q,match,the letter Q is clearly visible on the poster,
1548169,Nada,us.amazon.nova-pro-v1:0,VISION ROTA,mismatch,the title on the poster does not match the cataloged film title,
1548185,"Fake Documentary ""Q"": September 23, 2023 Live Streaming",us.amazon.nova-pro-v1:0,Q,match,the letter Q is visible on the poster,
1548192,Break Vision,us.amazon.nova-pro-v1:0,VISION ROTA,mismatch,the title on the poster is different from the catalog listing,
1550051,So Soon to Die,us.amazon.nova-pro-v1:0,PLAYHOUSE 90,no_title_on_poster,the catalog title 'So Soon to Die' does not appear on the poster,
1550066,The Star Wagon,us.amazon.nova-pro-v1:0,PLAYHOUSE 90,mismatch,the title on the poster does not match the cataloged film title,
1553822,Cria,us.amazon.nova-pro-v1:0,CRIA,match,the title text on the poster matches the catalog entry,
1553868,Cria,us.amazon.nova-pro-v1:0,CRIA,match,the title text on the poster matches the catalog listing,
1561974,To Catch A Thief 2: The Woman In Nun's Habit,us.amazon.nova-pro-v1:0,SAN BAT CUOP (SBC),mismatch,the title on the poster does not match the cataloged title,
1561982,To Catch A Thief 3: Solitary,us.amazon.nova-pro-v1:0,SAN BAT CUOP (SBC),mismatch,the title on the poster does not match the cataloged title,
1562177,28 Days Later: The Aftermath – Stage 1: Development,us.amazon.nova-pro-v1:0,28 DAYS LATER,mismatch,the title on the poster does not match the cataloged film title,
1562178,28 Days Later: The Aftermath – Stage 3: Decimation (29 to 32 Days Later),us.amazon.nova-pro-v1:0,28 DAYS LATER,mismatch,the catalog title does not match the title on the poster,
1564367,The End of the World,us.amazon.nova-pro-v1:0,the end of the world,match,the title text on the poster matches the catalog listing,
1566955,Presenting: The End of the World,us.amazon.nova-pro-v1:0,the end of the world,match,the title on the poster matches the catalog title,
1571727,Epílogo,us.amazon.nova-pro-v1:0,epílogo,match,the title text on the poster matches the catalog entry,
1575984,Necromancer: Part 1,us.amazon.nova-pro-v1:0,NECROMANCER,mismatch,the poster does not include ': Part 1',
1575988,Necromancer: Part 2,us.amazon.nova-pro-v1:0,NECROMANCER,mismatch,the poster does not indicate that this is part 2,
1591046,Mary,us.amazon.nova-pro-v1:0,MARY,match,the title text on the poster matches the cataloged film title,
1597134,Raafat Al Haggan (part 1),us.amazon.nova-pro-v1:0,الحاقان رعفت,match,matches cataloged title,
1597136,Raafat Al Haggan (part 2),us.amazon.nova-pro-v1:0,رافع الحجاج,match,matches cataloged title,
1597137,Raafat Al Haggan (part 3),us.amazon.nova-pro-v1:0,رأفت الهجان,match,the title text on the poster matches the catalog entry,
1616740,The Knock,us.amazon.nova-pro-v1:0,the knock,match,the title on the poster matches the catalog listing,
1624503,Epílogo,us.amazon.nova-pro-v1:0,epílogo,match,the title text on the poster matches the catalog entry,
1631665,Mary,us.amazon.nova-pro-v1:0,MARY,match,the title text on the poster matches the cataloged film title,
1633439,Snoozy Doo and the Night Terror,us.amazon.nova-pro-v1:0,Snoozy Doo and the Night Terror,match,The title text on the poster matches the catalog listing.,
1633481,Snoozy Doo and the Night Terror,us.amazon.nova-pro-v1:0,Snoozy Doo and the Night Terror,match,The title text on the poster matches the catalog listing.,
1666611,Test 1,us.amazon.nova-pro-v1:0,HOUBERT,mismatch,the catalog title 'Test 1' does not match the poster title 'HOUBERT',
1666915,HOUBERT,us.amazon.nova-pro-v1:0,HOUBERT,match,the title text on the poster matches the catalog entry,
1673807,Smother,us.amazon.nova-pro-v1:0,SMOTHER,match,the title text on the poster matches the catalog listing,
1700166,Pizza Party Massacre,us.amazon.nova-pro-v1:0,PIZZA PARTY MASSACRE,match,the title text on the poster matches the catalog listing,
1701287,P P M,us.amazon.nova-pro-v1:0,PIZZA PARTY MASSACRE,mismatch,the title on the poster is different from the catalog,
1709909,One Man's Trash,us.amazon.nova-pro-v1:0,ONE MAN'S TRASH,match,the title text on the poster matches the catalog listing,
1715853,The Rexburg Psycho: Origins,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1715882,The Rexburg Psycho 4,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the image,
1729343,Judex (Episode 00): Prologue,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title does not match the title on the poster,
1729345,Judex (Episode 02): The Atonement,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the catalog entry,
1729347,Judex (Episode 03): The Fantastic Dog Pack,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the catalog entry,
1729351,Judex (Episode 04): The Secret of the Tomb,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title does not match the title on the poster,
1729354,Judex (Episode 05): The Tragic Mill,us.amazon.nova-pro-v1:0,JUDEX,mismatch,The catalog title does not match the title on the poster.,
1729356,Judex (Episode 06): The Licorice Kid,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the catalog entry,
1729357,Judex (Episode 07): The Woman in Black,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the catalog entry,
1729362,Judex (Episode 08): The Underground Passages of the Château-Rouge,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the catalog entry,
1729363,Judex (Episode 09): When the Child Appeared,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title does not match the title on the poster,
1729365,Judex (Episode 10): Jacqueline’s Heart,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the title on the poster does not match the cataloged film title,
1729366,Judex (Episode 11): The Water Sprite,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title does not match the title on the poster,
1729368,Judex (Episode 12): Love’s Forgiveness,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title is different from the title on the poster,
1729578,Judex (Episode 01):  Mysterious Shadow,us.amazon.nova-pro-v1:0,JUDEX,mismatch,the catalog title does not match the title on the poster,
1736276,Nasty,us.amazon.nova-pro-v1:0,danish trash vol. 1,mismatch,the title on the poster is different from the catalog title,
1736284,Blow the Shit Away,us.amazon.nova-pro-v1:0,DANISH TRASH VOL. 1,mismatch,the title on the poster does not match the catalog title,
1736292,Weedman,us.amazon.nova-pro-v1:0,DANISH TRASH VOL. 2,mismatch,the title on the poster does not match the cataloged film title,
1736299,Sult,us.amazon.nova-pro-v1:0,danish trash vol. 2,mismatch,the title on the poster does not match the cataloged title 'sult',
1736320,Pig Sty,us.amazon.nova-pro-v1:0,DANISH TRASH VOL. 2,mismatch,the title on the poster does not match the cataloged title 'Pig Sty',
1736408,One Man's Trash,us.amazon.nova-pro-v1:0,ONE MAN'S TRASH,match,the title text on the poster matches the catalog listing,
1736685,There's Something Rotten in the State of Denmark,us.amazon.nova-pro-v1:0,danish trash vol. 3,mismatch,the title on the poster does not match the catalog title,
1736717,Back from the Dead,us.amazon.nova-pro-v1:0,DANISH TRASH VOL. 3,mismatch,the title on the poster does not match the cataloged title,
1737333,Stiff,us.amazon.nova-pro-v1:0,danish trash vol. 3,mismatch,the title on the poster does not match the catalog title 'Stiff',
1743315,KNOCKER.mov,us.amazon.nova-pro-v1:0,KNOCKER.mov,match,the title text on the poster matches the catalog exactly,
1743342,DELETE,us.amazon.nova-pro-v1:0,KNOCKER.mov,mismatch,the title on the poster does not match the cataloged film title,
