id,title,mega_title_text,mega_blood_gore,mega_violence,mega_sexual_content,mega_sensitive,error
1179729,Pi Kaew Nang Hong,Zan Gruva,0.0,0.3,0.0,violence,
1202100,Joshurei,,0.0,0.0,0.0,none,
1059537,Kill Time,KILL TIME,0.0,0.0,0.0,none,
1199122,Scary True Stories: Night 2,,0.7,0.6,0.0,violence|gore,
1179790,Golden Sabai Goddess,,0.0,0.0,0.0,none,
1192020,Wandering Souls 2: Exploring Haunted Spots with Oda Nobunaga,2,0.8,0.7,0.5,violence|gore|sexual,
1198050,Tree Ghost Story,,0.0,0.0,0.0,none,
1180853,Autorretrato,Autorretrato,0.0,0.0,0.2,none,
1192652,Scary Fairy Tales: Cinderella,,0.0,0.0,0.0,none,
1226606,Beauty with White Breasts,思心のなくに,0.0,0.0,0.0,none,
1215044,Body Trap,,0.0,0.0,0.5,nudity,
1203023,Travels of Lord Mito Pt.9,,0.0,0.7,0.0,violence,
1173833,The Serpent and the Lovers,,0.0,0.0,0.0,none,
1184925,Midnight Oxygen,MBNIGHT OXYGEN,0.0,0.0,0.0,none,
1214905,Trinil,TRiML,0.3,0.2,0.0,violence|gore|occult,
1231045,Otis The Giant,OTS,0.0,0.0,0.0,none,
1231306,Blood Pizza,BLOOD PIZZA,0.8,0.7,0.0,violence|gore,
1190953,The Mystery of Nam Prai,MASSAKR WANITA,0.6,0.7,0.8,violence|gore|nudity|sexual|occult,
1202913,Insomnia,Insomnia,0.0,0.0,0.0,none,
1198987,Fed,BOB,0.0,0.0,0.0,none,
1210047,Aranam,Aramm,0.0,0.0,0.0,none,
1241689,Junji Inagawa Horror Video: Pandora's Box,,0.0,0.0,0.0,none,
1241429,Geji: The Spirit Hunter,Im,0.1,0.2,0.0,occult,
1220993,Nightmare Resort,,0.0,0.0,0.0,none,
1251427,The Garden,,0.0,0.0,0.0,none,
1204908,Shin Kaishaku Banchō Sarayashiki - Okiku-dera: Temple,,0.2,0.3,0.0,violence|gore,
1244017,Bug,BLUE,0.0,0.0,0.0,none,
1179996,Golden Eel,Swaraj,0.0,0.7,0.0,violence,
1245342,Battle Spirit Footage: Fight of the Living Ghost,,0.8,0.7,0.0,violence|gore,
1249052,Kyoto Yokai Map 2: A 400-Year-Old Ice Woman Living on Kirara Slope,,0.0,0.0,0.0,occult,
1249600,Terrifying Spirit Disturbance Video 8: Darkness Edition,,0.5,0.3,0.0,violence|gore,
1232818,Desintegration,,0.8,0.6,0.0,gore,
1249950,Submitted Spirit Video: Omnibus,,,,,,Invalid \uXXXX escape: line 3 column 555 (char 624)
1242905,Spiritual Tours,,0.0,0.0,0.8,nudity|sexual,
1236998,Modern Urban Ghost Legends: Terrifying True Stories Surgeons Cannot Speak Of,,,,,,Invalid \uXXXX escape: line 5 column 583 (char 649)
1226341,Kaidan Shin Mimibukuro Nagurikomi! Gekijō-ban Tōkaidō-hen,,0.1,0.2,0.0,violence|gore,
1218245,Hellhounds,Hellhounds,0.7,0.6,0.0,violence|gore|occult,
1267448,Kodama,,0.0,0.0,0.0,none,
1293317,Creature,Creature,0.0,0.0,0.0,none,
1255452,Dokugeki! Noroi no Shinrei Supotto: Gokuraku,,0.5,0.5,0.0,violence|gore|occult,
1268401,Psychic Documentary: Forbidden Spectral Manifestation - Do Not Watch!!,,0.0,0.0,0.0,none,
1295750,New Thursday Ghost Stories Ghost Club: Seven Wonders of School Edition 3,,0.0,0.0,0.0,none,
1249591,Terrifying Spirit Disturbance Video: Attack 1,,0.7,0.6,0.3,violence|gore|occult,
1295890,241,,0.0,0.0,0.0,none,
1269413,The Cursed Plate: Dish Mansion at Hell's Banchō,,0.0,0.0,0.0,none,
1272300,Foreclosure 2,Foreclosure 2,0.7,0.5,0.0,gore|occult,
1260835,777,,0.0,0.0,0.0,none,
1231764,Stash,SLASH,0.8,0.7,0.6,violence|gore|sexual|occult,
1263426,Heaven and Earth Are Righteous,,0.0,0.1,0.0,occult,
1295758,Thursday Ghost Stories Ghost Club: Seven Wonders of School Edition 1,,0.0,0.0,0.0,none,
1231268,Kyoto Yokai Map 1: A 900-Year-Old New Bride Living in Sagano,,0.0,0.0,0.0,occult,
1232290,Night Rain and Autumn Lantern Hear Strange Stories,阿阿阿阿阿,0.0,0.0,0.0,occult,
1291594,Beezel,Bezerk,0.8,0.7,0.0,violence|gore,
1244831,Nozokiana 4: Cursed Video Edition,,,,,,Invalid \uXXXX escape: line 5 column 523 (char 650)
1298306,Tasmogor,TASMOGOR,0.1,0.2,0.0,violence|occult,
1271607,The Sclera,,0.0,0.0,0.0,none,
1316525,VORE,VORE,0.0,0.0,0.0,none,
1317282,The Girl from the Darkness,,0.0,0.0,0.8,sexual,
1308382,Ice Forest,,0.0,0.0,0.0,none,
1304868,The Tragedy of Nine Lives,,0.0,0.0,0.0,none,
1300267,Trip,TRIP,0.0,0.0,0.0,none,
1304559,Columnas de Sangre,Schizoid,0.0,0.0,0.0,none,
1291966,Broadcast Prohibited VTR! True Scary Ghost Stories... The Truth That Can't Be Shown on TV,LEVELVR,0.0,0.0,0.0,none,
1252768,When the Blood Flows,quando o sangue flui,0.0,0.0,0.0,none,
1316590,"Seducer of the Night: Terror in the summer resort, bloodsucking fangs for blonde beauties",,0.0,0.0,0.0,none,
1274134,I Live Here Now,I Live Here Now,0.0,0.0,0.0,none,
1306119,The Terrifying Man-eating Shark Woman,怪奇! 蛇女の恐怖,0.0,0.0,0.0,none,
1306112,Ruckus at Kwong Cheong Lung,,0.5,0.5,0.0,violence|gore,
1301061,Her Secret Past,,0.0,0.0,0.0,none,
1321069,Vampire Scream,,0.1,0.2,0.0,occult,
1301068,Songs in Misty Night,,0.0,0.0,0.0,none,
1319818,Afternoon of the Evil Spirits,,0.0,0.0,0.0,none,
1317033,Dead Fish,DEAD FISH,0.0,0.0,0.0,none,
1301498,4:30,,0.0,0.0,0.0,none,
1319093,Bandage Anatomy Woman,,0.0,0.0,0.0,none,
1318153,Corpse of your Choice,,0.0,0.0,0.0,none,
1315466,Night/Time,,0.0,0.0,0.0,none,
1319195,Luminous Insect,,0.0,0.0,0.2,occult,
1320762,SNOT,SNOT,0.7,0.5,0.0,gore|disgusting,
1321057,The Woman Who Calls for Corpses,,0.0,0.0,0.0,none,
1292645,Kuncen,Ruined,0.7,0.6,0.0,violence|gore,
1321070,Cursed Hand from the Graveyard,,0.0,0.0,0.0,none,
1321049,The Cursed Bride,,0.0,0.0,0.0,none,
1334664,Phenomenon,Phenomena,0.8,0.0,0.0,gore,
1341041,A Haunted Romance,,0.0,0.0,0.8,nudity|sexual,
1321044,The Black Cat Mansion of Hatred,,0.0,0.0,0.0,none,
1329017,Bill,BILL,0.0,0.0,0.0,none,
1320091,carton ???,carton 227,0.1,0.2,0.0,violence|occult,
1340233,Tent Burner,Tentburner,0.0,0.1,0.0,occult,
1324236,Braxton,IBR AX TON,0.0,0.0,0.0,none,
1316641,Kyoto Yokai Map 3: The 800-Year-Old Female College Student Who Lives in Toribenyama,,0.0,0.0,0.2,sexual,
1328157,Acid Corpse,Acid Ghost,0.0,0.0,0.0,occult,
1376404,Tret,,0.0,0.0,0.0,occult,
1361326,Miasmata,MIASMATA,0.0,0.0,0.2,none,
1379557,Spidal,EPIDAL,0.0,0.0,0.0,none,
1354878,Illuminati Castrati,Haunted Castrati,0.9,0.8,0.5,violence|gore|sexual,
1377690,Headless Island,,0.0,0.0,0.0,none,
1382950,Maha Munjya,MAHA MUNDUYA,0.0,0.0,0.0,none,
1373402,Silence Unseen,SILENCE UNSEEN,0.0,0.0,0.0,none,
1355282,Ade Raaga Ade Haadu,Aavidey,0.0,0.0,0.0,none,
1375389,Spider Woman,,0.0,0.0,0.0,none,
1368769,Honeymoon,,0.0,0.0,0.0,none,
1373749,Intense Moment,,0.0,0.0,0.0,none,
1383197,Dimples,Dimples,0.0,0.0,0.0,none,
1391118,Trauma,TRAUMA,0.0,0.0,0.0,none,
1373173,Cold Hands,Cold Hands,0.0,0.0,0.0,none,
1382556,snow monster,,0.0,0.0,0.7,nudity|sexual,
1352962,Kalinga,Adipurush,0.0,0.7,0.0,violence|occult,
1256728,Short Shits,SHOT ALL,0.7,0.8,0.1,violence|gore|occult,
1390069,Deathfarm,Deathfarm,0.0,0.0,0.0,occult,
1383323,Gennaro,Gennaro,0.0,0.0,0.0,none,
1443084,MORTIS,MKAT15,0.0,0.0,0.0,none,
1421764,Katsue-san Appears in Tokyo,,0.0,0.0,0.0,none,
1395668,Loons,Dooms,0.0,0.0,0.0,none,
1414507,Chuva,Chuva,0.0,0.0,0.0,none,
1436569,Corpo Vil,Corpo Vil,0.0,0.0,0.0,none,
1435731,Gothica,Gothica,0.0,0.0,0.0,none,
1395083,Acid,Acido,0.0,0.0,0.0,none,
1436194,Runaway Valley,Rudyard Valley,0.0,0.0,0.0,none,
1432516,"Goke, Slime and Ooze",,0.8,0.8,0.7,violence|gore|sexual|occult,
1338346,Zanni,Zanni,0.0,0.0,0.2,none,
1424826,Tokyo Evil Hotel,,0.0,0.0,0.0,occult,
1398014,Prakambanam,Jai Mimo,0.0,0.0,0.0,none,
1385756,Despot,DESPOT,0.0,0.0,0.0,none,
1457403,Toucan,Toucan,0.0,0.0,0.0,none,
1452443,Kaiki Hyakumonogatari: Minna Shineba Iinda,,0.0,0.0,0.0,occult,
1436243,Spookslayers,Spook Slayers,0.8,0.7,0.0,violence|gore,
1433843,Sodom-Akne,Sodom AKne,0.0,0.0,0.1,none,
1380165,The Great Tokyo Yotsuya Ghost Story,,0.0,0.0,0.0,none,
1482573,Raha's birthday,,0.0,0.0,0.0,none,
1377705,White-haired Demon,,0.0,0.0,0.0,none,
1430915,QIJE,,0.0,0.0,0.0,none,
1462822,DEATH SENTENCE: LUCIDITY,DEATH SENTENCE,0.0,0.1,0.0,violence,
1452081,Exorcism Pre-Event,,0.0,0.0,0.0,none,
1464715,Anatta,Hisss,0.0,0.0,0.0,occult,
1444302,Podres Alegorias,,,,,,Unterminated string starting at: line 5 column 17 (char 79)
1464025,Labyrinth of Roses,,0.7,0.5,0.6,gore|nudity|sexual,
1371770,ALL YOUR DREAMS,,0.0,0.0,0.0,none,
1484291,Derrière ses yeux,DERRIER SES YEUX,0.0,0.0,0.0,none,
1489389,Rosario,ROSARIO,0.0,0.0,0.0,none,
1300054,valo-valo,BANG BANG,0.0,0.0,0.0,occult,
1506031,Capgras,CAPGRAS,0.0,0.0,0.0,none,
1495253,The Truth of Grimm Brothers' Fairy Tales,,0.0,0.0,0.8,nudity|sexual,
1505147,Ms. Kanyin,Ms. Kanyin,0.0,0.1,0.0,violence,
1515590,Madonna Non Grata,Madonna Non Grata,0.0,0.0,0.0,none,
1504708,Idol Horror Story,,0.1,0.1,0.0,occult,
1485846,Tether,Tether,0.0,0.0,0.0,none,
1487691,Shemaleficent,SHEMALEFRANK,0.0,0.0,0.2,occult,
1489860,Homemade Gatorade,Homemade Gatorade,0.0,0.0,0.0,none,
1495718,Baljjeo,Baljevo,0.0,0.0,0.0,none,
1510207,Vexo,VEX0,0.0,0.0,0.0,none,
1512881,Parasomnia,Parasomnia,0.0,0.0,0.0,none,
1478029,Snake Woman,,0.5,0.3,0.7,nudity|sexual,
1517538,"Fake Documentary ""Q"": House of Mirrors",,0.0,0.0,0.0,none,
1468846,Species,Sanguine,0.8,0.5,0.3,gore|nudity,
1510954,Nuclear Death: Unalive in Texas,Nuclear Death,0.5,0.5,0.0,violence|gore|occult,
1464606,Gage,GAGE,0.0,0.0,0.0,none,
1543002,Prowl,PROWL,0.0,0.0,0.0,none,
1526650,Mudborn,Mudborn,0.7,0.5,0.0,violence|gore|occult,
1523101,Kyouhugekijyou-2,,0.0,0.0,0.0,none,
1512454,Fake Documentary “Q”: Cursed Video,,0.0,0.0,0.0,none,
1540888,Buzzkill,Buzzkill,0.0,0.0,0.0,none,
1471061,Khel,,0.0,0.0,0.0,occult,
1499297,Abissal,,0.0,0.0,0.0,none,
1516629,Kienai,,0.0,0.0,0.0,none,
1547879,INSETTICIDA,InsetticIDA,0.0,0.0,0.0,none,
1534873,L'Ouverture,LUSTVERIRE,0.0,0.0,0.0,none,
1548135,Fake Documentary “Q”: Hidden Link,,0.0,0.0,0.0,none,
1541593,FANTOMA,FANTIMA,0.0,0.1,0.0,occult,
1573818,Stoneborn,,0.0,0.0,0.0,none,
1573115,The Craft,Verilya,0.0,0.0,0.0,none,
1549019,Evil Night,Evil Night,0.0,0.0,0.0,none,
1457820,Convalescent,convalescent,0.0,0.0,0.0,none,
1548140,Fake Documentary “Q”: Last Countdown,,0.0,0.0,0.0,none,
1562657,Alheio,AGHAST,0.0,0.0,0.0,none,
1574119,Terrifying Ghost,,0.0,0.0,0.0,none,
1593740,Cookie Cutter,,0.0,0.0,0.0,none,
1562012,Inosculate,Insatiable,0.7,0.5,0.6,gore|sexual,
1601123,Attrition,Attrition,0.0,0.2,0.5,nudity|sexual,
1548162,"Fake Documentary ""Q"": Passengers",,0.0,0.0,0.0,none,
1581907,Thursday night,Dare,0.0,0.1,0.0,none,
1545191,The Neighbors,,0.0,0.0,0.0,none,
1548185,"Fake Documentary ""Q"": September 23, 2023 Live Streaming",,0.0,0.0,0.0,none,
1549709,Pee Nak 5,Peenak,0.1,0.2,0.0,occult,
1603066,Ghost Festival in Zenjin Village,,0.0,0.7,0.0,violence,
1548141,Fake Documentary “Q”: Film Inferno,,0.0,0.0,0.0,none,
1558468,Shambhala,Dhosth,0.0,0.1,0.0,occult,
1546959,Bia,,0.0,0.0,0.0,none,
1568448,Ghost Coast,,0.8,0.6,0.0,violence|gore,
1554997,Lusco Fusco (episódio piloto),Disco Funk,0.0,0.0,0.0,none,
1608681,Fake Documentary “Q”: What The Deceased Left Behind,,0.0,0.0,0.0,none,
1548166,"Fake Documentary ""Q"": Mother",,0.0,0.0,0.0,none,
1615800,Transformation,TRANSFORMATION,0.0,0.0,0.0,none,
1580287,AHORA ES MÍA.,AHORA ES MIA,0.0,0.0,0.0,none,
1595706,An Itch To Scratch,,0.0,0.0,0.0,none,
1616160,Scorching,Scorching,0.0,0.0,0.0,none,
1599018,Taiping Zhen Strange Tales,阿吃天库,0.1,0.2,0.0,violence|occult,
1387485,Hell Is Other People,,0.0,0.0,0.0,none,
1604634,The Bride of the Ghost Lake,,0.0,0.0,0.0,none,
1641286,POX,POX,0.0,0.0,0.0,occult,
1611879,AMOЯ,AMMO AMOUR,0.0,0.0,0.0,none,
1605020,Ghost Reunion,,0.0,0.0,0.0,none,
1586663,Kamaro2,Bhoot 2,0.0,0.0,0.0,none,
1639958,Spiders on My Lashline,Spiders on my Valentine,0.0,0.0,0.7,nudity|sexual,
1655042,Gakkou No Yuurei,,0.0,0.0,0.5,sexual,
1620810,IF I FLINCH I DIE,I FLINCH I DIE,0.0,0.0,0.0,none,
1671598,Only in Dreams,Only in Dreams,0.0,0.0,0.0,none,
1605027,Bhadil Solval Bhadrakali,Kannappa,0.0,0.0,0.0,none,
1666912,Avoidant Attachment,Avoidant Attachment,0.0,0.0,0.0,none,
1678353,|||||||||||||,,0.0,0.0,0.0,none,
1660343,Ghostfluencer,Cutie Pie,0.0,0.0,0.0,none,
1616669,The Shed Part Two,The Shed,0.7,0.6,0.0,violence|gore,
1667911,Sonder,S D O E N R,0.0,0.0,0.0,none,
1693703,Suture,Sature,0.0,0.0,0.0,none,
1610847,Godflesh,CONFLESH,0.0,0.0,0.0,none,
1609610,GROT,,0.0,0.0,0.0,none,
1679631,Red Dots,,0.0,0.0,0.0,none,
1692282,Krasny,KRASNY,0.0,0.0,0.0,none,
1594591,Kanimangalam Kovilakam,Aathma Bandhana,0.0,0.0,0.0,occult,
1632504,The Fly: The Abyss of Mutation,,0.1,0.2,0.0,violence,
1651542,McKenzie,MOCKENZIE,0.7,0.8,0.0,violence|gore,
1484731,Blood Stab,,0.9,0.7,0.8,violence|gore|nudity|sexual,
1618858,NMB48 - Omowase Kousen,NMB 48,0.0,0.0,0.0,none,
1699637,Siren,,0.0,0.0,0.0,none,
1641251,ghoststory,,0.0,0.0,0.0,none,
1686347,In Your Eye,EYE IN YOUR,0.5,0.3,0.0,gore,
1695900,The Charybdis,The Charybdis,0.0,0.0,0.0,none,
1662415,SEPTICEMIA,Septicemia,0.8,0.7,0.5,violence|gore|nudity,
1689919,Wraith,WRATH,0.0,0.1,0.0,none,
1681429,BEAR TRAP,Bear Trap,0.0,0.0,0.0,none,
1713161,Màcula,,0.0,0.0,0.0,none,
1709191,Contagious Story - The Psychic Girl,,0.0,0.0,0.0,none,
1722702,Devour,Devour,0.7,0.6,0.5,violence|gore|sexual,
1718361,DOOM,DOOM,0.0,0.0,0.0,none,
1678298,The Waiter,The Waiter,0.0,0.7,0.0,violence,
1703686,Mauviette,Mawvie!!,0.0,0.0,0.0,none,
1731223,Beating the fear of Jinn into me,,0.0,0.0,0.0,none,
1646124,Tiger's Rampage,Tiger's Rampage,0.8,0.8,0.0,violence|gore,
1730756,Folk Mysteries Record (宋家镇怪谈),,0.7,0.6,0.0,violence|gore|occult,
1732619,Cuentos de la Villa: La Tarde de los Muertos Vivos,La Tarde De Los Muertos Vivos,0.0,0.0,0.0,none,
1706847,"""YOU""",,0.0,0.0,0.0,occult,
1720185,Seven Wonders of the Main Place of Edo,,0.0,0.0,0.0,none,
1711400,NADA,NADA,0.0,0.0,0.0,none,
1723487,RIPS,,0.0,0.2,0.0,violence,
1729035,Violent World News,,0.0,0.0,0.0,none,
1687144,Skotos,Skotos,0.0,0.0,0.0,none,
1739209,Rotten,ROTTEN,0.0,0.0,0.0,none,
1722717,Gore,GORE,0.0,0.0,0.0,none,
1722502,Dishti Bomma,2,0.2,0.3,0.0,occult,
1733718,Lethe,LETTE,0.5,0.3,0.0,violence|gore,
1730762,SkinDeep,Scream,0.0,0.0,0.0,none,
1707927,Aaahladam,,0.0,0.0,0.0,none,
