md5,id,title,keep,reason
521d583b6b2b275789c42e2fa5e5ef98,246953,The Open Track,0,exact_poster_md5_dup
521d583b6b2b275789c42e2fa5e5ef98,952416,The Broken Brake,0,exact_poster_md5_dup
89a9c4b9a1858496451ce2111346be02,810161,Live Bait,0,exact_poster_md5_dup
89a9c4b9a1858496451ce2111346be02,1035187,Bug,0,exact_poster_md5_dup
89a9c4b9a1858496451ce2111346be02,1035188,Incomplete,1,exact_poster_md5_dup
ab1b96668245c78fcafc6facb1de7c74,838630,VINE,1,exact_poster_md5_dup
ab1b96668245c78fcafc6facb1de7c74,835457,Vine Trailer,0,exact_poster_md5_dup
a5ba09148df8fa9d217201111f903440,877165,The Sick Sex Mutants From Space,0,exact_poster_md5_dup
a5ba09148df8fa9d217201111f903440,937663,Lesbian Beasts 5000 AD,1,exact_poster_md5_dup
026588701d5183588ee306968e9555fb,919471,Knockback: 1,1,exact_poster_md5_dup
026588701d5183588ee306968e9555fb,919476,Knockback: 2,0,exact_poster_md5_dup
249cfd402fcb63e2fe7366b9bdf54fb8,1060618,Stalker,0,exact_poster_md5_dup
249cfd402fcb63e2fe7366b9bdf54fb8,1059922,Stalker,1,exact_poster_md5_dup
5a90aefbca6db4f5b955d40220948e16,1242989,The Plot to Kill Stalin,1,exact_poster_md5_dup
5a90aefbca6db4f5b955d40220948e16,1243003,The Greer Case,0,exact_poster_md5_dup
b5fa8a9c2057e44c4f9f85f3b0163870,1257523,Hobonichi no Kaidan: Vol 1,1,exact_poster_md5_dup
b5fa8a9c2057e44c4f9f85f3b0163870,1257528,Hobonichi no Kaidan: Vol 2,0,exact_poster_md5_dup
e5a1b2059c6458e0229dac3e58e721b8,1562177,28 Days Later: The Aftermath – Stage 1: Development,0,exact_poster_md5_dup
e5a1b2059c6458e0229dac3e58e721b8,1562178,28 Days Later: The Aftermath – Stage 3: Decimation (29 to 32 Days Later),1,exact_poster_md5_dup
32c8092d4d83b2e529d8f993bcc53eef,89463,Perry Mason: The Case of the Sinister Spirit,0,exact_poster_md5_dup
32c8092d4d83b2e529d8f993bcc53eef,225577,Perry Mason: The Case of the Murdered Madam,1,exact_poster_md5_dup
32f915d43232e7ef14f9dff691205a11,833559,Der Masuren-Krimi - Fangschuss,1,exact_poster_md5_dup
32f915d43232e7ef14f9dff691205a11,831541,Der Masuren-Krimi - Fryderyks Erbe,0,exact_poster_md5_dup
6445e0ad47b4d187934603886b9dc1af,1548185,"Fake Documentary ""Q"": September 23, 2023 Live Streaming",0,exact_poster_md5_dup
6445e0ad47b4d187934603886b9dc1af,1548140,Fake Documentary “Q”: Last Countdown,0,exact_poster_md5_dup
6445e0ad47b4d187934603886b9dc1af,1548141,Fake Documentary “Q”: Film Inferno,1,exact_poster_md5_dup
56dd1a6207b08712a3d334a21abd4729,1709909,One Man's Trash,0,exact_poster_md5_dup
56dd1a6207b08712a3d334a21abd4729,1736408,One Man's Trash,1,exact_poster_md5_dup
86be9b6ce731fd39a84a676de7339b7e,153730,Scary True Stories,0,exact_poster_md5_dup
86be9b6ce731fd39a84a676de7339b7e,353154,Scary True Stories: Night Two,1,exact_poster_md5_dup
e0dbe6660c3b3bec70b2995859b002f4,229088,Perry Mason: The Case of the Poisoned Pen,1,exact_poster_md5_dup
e0dbe6660c3b3bec70b2995859b002f4,229102,Perry Mason: The Case of the Desperate Deception,0,exact_poster_md5_dup
e12041c67bce304dec7a13ee30a63cee,1550051,So Soon to Die,1,exact_poster_md5_dup
e12041c67bce304dec7a13ee30a63cee,1550066,The Star Wagon,0,exact_poster_md5_dup
d376bd83ba17340614cc1f44d127bf80,144686,The Lift,1,exact_poster_md5_dup
d376bd83ba17340614cc1f44d127bf80,353893,Perfect Alibi,0,exact_poster_md5_dup
aad98f6e96ed1a1e01b1630bd9b2b729,1367993,Cinque Storie Inquietanti: Scacco Matto,0,exact_poster_md5_dup
aad98f6e96ed1a1e01b1630bd9b2b729,1368011,Cinque Storie Inquietanti: La Zampa del Gatto,0,exact_poster_md5_dup
aad98f6e96ed1a1e01b1630bd9b2b729,1368023,Cinque Storie Inquietanti: La Ragazza con gli Occhiali Neri,0,exact_poster_md5_dup
aad98f6e96ed1a1e01b1630bd9b2b729,1364471,Cinque Storie Inquietanti: La Parete della Stanza Accanto,1,exact_poster_md5_dup
aad98f6e96ed1a1e01b1630bd9b2b729,1364473,Cinque Storie Inquietanti: Il Treno delle Cinque,0,exact_poster_md5_dup
caa1dec35410339c49dc3758c7f42b74,1487502,The Test,1,exact_poster_md5_dup
caa1dec35410339c49dc3758c7f42b74,1487435,Th,0,exact_poster_md5_dup
da047c8815b9eb6c130358a0e9370cd3,1503684,me equi,0,exact_poster_md5_dup
da047c8815b9eb6c130358a0e9370cd3,1503778,Ecos del Subconsciente,1,exact_poster_md5_dup
8fddcf73adaeaa39f687c2d633bd88b2,949114,The Plot at the Railroad Cut,0,exact_poster_md5_dup
8fddcf73adaeaa39f687c2d633bd88b2,949127,The Girl at the Throttle,0,exact_poster_md5_dup
8fddcf73adaeaa39f687c2d633bd88b2,947319,The Death Train,1,exact_poster_md5_dup
ca2b144c6e0d9b48424a2a59010e8caf,1265613,Monkeys,1,exact_poster_md5_dup
ca2b144c6e0d9b48424a2a59010e8caf,1265625,Monkeys 2: Fight the Future,0,exact_poster_md5_dup
c7e60c908417640175f1427cc1b23d96,1291362,El Padrastro,0,exact_poster_md5_dup
c7e60c908417640175f1427cc1b23d96,1144861,The Skin,1,exact_poster_md5_dup
ca74220f3f8da47be50d3bd1577a88e9,1449517,A Lenda do Homem Pássaro,0,exact_poster_md5_dup
ca74220f3f8da47be50d3bd1577a88e9,1449610,A Lenda do Homem Pássaro,1,exact_poster_md5_dup
c872e39c383e073a22a33ae2fa24048c,1457097,Tre Casi per Laura C: L'Amore Uccide,1,exact_poster_md5_dup
c872e39c383e073a22a33ae2fa24048c,1457447,Tre Casi per Laura C: Dopo la Sentenza,0,exact_poster_md5_dup
c872e39c383e073a22a33ae2fa24048c,1457448,Tre Casi per Laura C: Il Signore delle Anime,0,exact_poster_md5_dup
95df898df3b62f0db050b90cd7a1bf59,1477274,I.A.gua,1,exact_poster_md5_dup
95df898df3b62f0db050b90cd7a1bf59,1495049,WA.I.ter,0,exact_poster_md5_dup
bb5fe2b9708f2836cd89685029dacbe7,1666611,Test 1,0,exact_poster_md5_dup
bb5fe2b9708f2836cd89685029dacbe7,1666915,HOUBERT,1,exact_poster_md5_dup
74377c29830fe7587d7fe21682a71877,918768,Sheila Scorned,1,exact_poster_md5_dup
74377c29830fe7587d7fe21682a71877,919335,Cowboy Kill Club,0,exact_poster_md5_dup
cd4a0f78efe3db7cb0bb52219d497fa4,1012014,Terrore,0,exact_poster_md5_dup
cd4a0f78efe3db7cb0bb52219d497fa4,1011064,The Drujes,1,exact_poster_md5_dup
f96a3d2f18c9301c1eeb4ba77fc03699,732231,Castle Ghosts of England,1,exact_poster_md5_dup
f96a3d2f18c9301c1eeb4ba77fc03699,732232,Castle Ghosts of Ireland,0,exact_poster_md5_dup
f96a3d2f18c9301c1eeb4ba77fc03699,732234,Castle Ghosts of Wales,0,exact_poster_md5_dup
b855a30be20384f242c839aed660f55b,1246156,Galaxy Special Investigation Elysion Part 1,0,exact_poster_md5_dup
b855a30be20384f242c839aed660f55b,1246167,Galaxy Special Investigation Elysion Part 2,1,exact_poster_md5_dup
6c8a7d3b1482d7f1d1bbc0703f3a5cd4,1319746,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,0,exact_poster_md5_dup
6c8a7d3b1482d7f1d1bbc0703f3a5cd4,1319748,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,1,exact_poster_md5_dup
d9879fcb3d78701845d170c6e4eced85,1530218,Illusions,0,exact_poster_md5_dup
d9879fcb3d78701845d170c6e4eced85,1530222,Illusions,1,exact_poster_md5_dup
19a38bf3ee086a53df618d2727bc82f5,1743315,KNOCKER.mov,1,exact_poster_md5_dup
19a38bf3ee086a53df618d2727bc82f5,1743342,DELETE,0,exact_poster_md5_dup
1b704d3c2d3a6c82710826fb4f549e11,97073,Perry Mason: The Case of the Skin-Deep Scandal,1,exact_poster_md5_dup
1b704d3c2d3a6c82710826fb4f549e11,85755,Perry Mason: The Case of the Heartbroken Bride,0,exact_poster_md5_dup
d125cb855207bde1d36369c96ddb9034,1736276,Nasty,0,exact_poster_md5_dup
d125cb855207bde1d36369c96ddb9034,1736284,Blow the Shit Away,1,exact_poster_md5_dup
25de527be1928e7ea76588282d1c0e1a,226675,Perry Mason: The Case of the Grimacing Governor,1,exact_poster_md5_dup
25de527be1928e7ea76588282d1c0e1a,226679,Perry Mason: The Case of the Jealous Jokester,0,exact_poster_md5_dup
6cd3cf429f9eee33323c942168c43718,502613,M Is for Manure,1,exact_poster_md5_dup
6cd3cf429f9eee33323c942168c43718,408054,M is for Marble,0,exact_poster_md5_dup
21c41fcaed8854aca00244bf46a997a1,685646,Visions of 'The Happening',1,exact_poster_md5_dup
21c41fcaed8854aca00244bf46a997a1,685649,The Happening: A Day for Night,0,exact_poster_md5_dup
8b0e37ebb0c04cba5a17cefaaeb5ba22,1395126,Gehacktes : Episode 1,0,exact_poster_md5_dup
8b0e37ebb0c04cba5a17cefaaeb5ba22,1395127,Gehacktes: Episode 2,1,exact_poster_md5_dup
cfccad926a563788eeecb0320fc96ef7,80809,Perry Mason Returns,1,exact_poster_md5_dup
cfccad926a563788eeecb0320fc96ef7,226686,Perry Mason: The Case of the Notorious Nun,0,exact_poster_md5_dup
e408e083b72d7eada4759713cd441a70,1227144,Tanaka to Jumonmono to Kaidan to Dai 1-kai Zenpen,1,exact_poster_md5_dup
e408e083b72d7eada4759713cd441a70,1227152,Tanaka to Jumonmono to Kaidan to Dai 1-kai Kōhen,0,exact_poster_md5_dup
87959304dfbbdd599bfed34485378b2a,1518320,The Mysterious Bond Case,0,exact_poster_md5_dup
87959304dfbbdd599bfed34485378b2a,1518323,A Cry at Midnight,1,exact_poster_md5_dup
